nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
1634,Putrii Nrh,2023-09-13T03:45:55Z,Ala ala... Rakyat  wes gak  percoyo hukom  nk wong  mesken  sala titik  lasong masok penjara  nk wong soge duwite akeh opo mane penjabat  sidange mbulet  gak mari mari,ala ala rakyat wes gak percoyo hukom nk mesken sala titik lasong masok penjara nk soge duwite akeh opo mane jabat sidange mbulet gak mari mari
1635,Haryati,2023-09-19T05:57:38Z,Nah itu seharusnya yg d tembak mati...<br>Karena sudah merusak masa depan anak bangsa...<br>Kenapa begal sama sama ke akalan remaja GK babak belur pasti d tembak kaki...<br>Tolong pakapolri hukum di negara kita jangan sampai rakyat kita sudut pandang nya sebelah mata...,tembak mati rusak anak bangsa begal akal remaja tidak babak bur tembak kaki tolong pakapolri hukum negara rakyat sudut pandang belah
1638,Udin Udin,2023-09-12T23:57:04Z,"Apresiasi buat jajaran kepolisian,mhn di awasi hasil barang sitaan biar tdk di jual lagi oleh oknum yg tdk bertanggung jawab 🙏",apresiasi jajar polisi mhn awas hasil barang sita biar tidak jual oknum tidak tanggung
1641,Sara Insaz,2023-09-21T12:26:21Z,"Pemerintah tdk pernah serius dlm memberantas narkoba, Seandai nya 0emerintaj itu serius kenapa tes urin tdk menjadi persyaratan dl dlm setiap masuk instansi atau pun sekolah pemerintah  ?????<br>Coba kalo di tangani kyk menangani covid 19 kemarin ku yakin narkoba tdk akan mampu merusak pemuda dan bangsa ini",perintah tidak serius dalam berantas narkoba anda emerintaj serius tes urin tidak syarat dl dalam instansi sekolah perintah coba tangan kyk tangan covid kemarin ku narkoba tidak rusak pemuda bangsa
1643,R Hakim,2023-09-13T01:07:18Z,"Biang kerusakan di indonesia rata rata mata sipit tampang dongo mereka itu bos narkoba ,judi ,zina dan minuman mabok",biang rusa indonesia rata rata sipit tampang dongo bos narkoba judi zina minum mabok
1644,Madanto Realme,2023-09-13T00:55:20Z,"Di Rezim ini ..Bisnis Narkoba Tumbu suburr ,Makin Mereja lela ..Penegak Hukum Bnyk yg Trlibatt..m",rezim bisnis narkoba tumbu suburr reja lela tegak hukum banyak trliba
1645,Anjay Anjay,2023-09-16T05:33:25Z,"Narkoba dihukum mati, alasanya merusak generasi muda, koruptor nga dihukum mati alasanya nga tau ap, pdhl koruptor memakan duit rakyat dan rakyatnya pun terlena dalam kebutuhan hidup dan anak2 mereka",narkoba hukum mati alasa rusak generasi muda koruptor nga hukum mati alasa nga tau ap koruptor makan duit rakyat rakyat lena butuh hidup anak
1648,Daru Napis,2023-09-15T16:42:18Z,Kok indonesia kayak kota mafia bisnis narkoba.. Pada kemana polisi yang ngaku sebagai pengayom masyarakat..?,indonesia kayak kota mafia bisnis narkoba mana polisi ngaku ayom masyarakat
1655,Andi Oktaviano,2023-09-13T11:10:22Z,"Para pengedar narkotika persiapkan diri dengan hukuman mati.<br>Bagi para pengguna narkotika persiapkan diri bertempat tinggal dalam ruang tahanan orang, tindak didalam penjara sesuai hukum yang berlaku.<br>Demi memperbaiki generasi masa depan menjadi lebih baik, menjalani aktivitas hidup bekerja tanpa menggunakan narkotika.",peedar narkotika siap hukum mati guna narkotika siap tempat tinggal ruang tahan tindak dalam penjara sesuai hukum laku baik generasi jalan aktivitas hidup narkotika
1660,M_ Arizky,2023-09-16T00:49:23Z,"Ditangkap pun <b>TIADA GUNA</b><br>paling beberapa bulan/tahun keluar lagi, jadi pengedar lg 😂<br>Kalaupun tidak keluar, paling mengedarkan dari penjara, sudah jadi rahasia umum, penangkapan pelaku hanya memperbesar jaringan saja.<br>Penjara setidaknya harus menghasilkan 2 point :<br>- membuat para pelaku <b>TAUBAT</b><br>- <b>HUKUMAN MATI</b><br>  baru bisa Negeri ini bersih dr narkoboy,",tangkap tiada gunapaling tahun peedar lagi meedarkan penjara rahasia umum tangkap laku besar jaring penjara hasil point laku taubat hukum mati negeri bersih dr narkoba
1665,Durman Abdullah,2023-09-12T22:42:25Z,"Narkoba tdak akan bisa  lenyap di bumi indonesia sebb aa,oknum polisi terlibat di dalamnya contoh teddy minahsa tertangkap muncul tedy minahasa lainnya.",narkoba tidak lenyap bumi indonesia sebb aa oknum polisi libat dalam contoh teddy minahsa tangkap muncul tedy minahasa
1668,Argan,2023-09-16T09:39:57Z,"Buat pa bongkar sindikat narkoba terbesar klw hanya kroconya bukan pentolannya yg ditangkap,permainannya aparat kepolisian biar di bilang kerja,buktinya aja sambo bknnya dihukum mati malah di peringan hukumannya.",pa bongkar sindikat narkoba besar klw kroco pentol tangkap main aparat polisi biar bilang bukti aja sambo bkn hukum mati pering hukum
1675,Hari Yanto,2023-09-13T06:02:14Z,Ya Allah msh bnyk pekerjaan halal knp milih bekerja secara haram.... Dah hukum 10 thn penjara aja soalnya sambo pun gk di hukum mati...,banyak kerja halal knp milih haram hukum tahun penjara aja sambo tidak hukum mati
1677,Has Man,2023-09-13T08:15:11Z,"Banyak aparat polisi yg berusaha manangkap perusak negara, tapi banyak juga aparat polisi yg melindungi dan bergabung dengan perusak negara, kami rakyat bangga dengan aparat polisi yg bisa menangkap perusak negara, kami mohon pada aparat polisi <a href=""https://www.youtube.com/watch?v=PO1IloHn1pk&amp;t=6m05s"">6:05</a> jangan nantinya perusak negara yg tertangkap, ujung2nya bebas🤭🤭🤭",aparat polisi usaha manangkap usak negara aparat polisi lindung gabung usak negara rakyat bangga aparat polisi tangkap usak negara aparat polisi usak negara tangkap bebas
1678,BSB Projek,2023-09-13T02:19:42Z,waduh berita kaya gini MIRISSS..apa gak semakin memalukan NEGARA INI...!!Udah korupsi yg gk pernah berhenti...TPPU yg pengusutanya malu-malu...Elit politik carut marut...&#39;&#39;DARURAT JUDI ONLINE..&quot;&quot; Apalagi wahai Bangsaku...kenapa sangat buruk NEGRIKU...ya Allah kuatkanlah kami sebagai YG MENCINTAI negeri ini..AMIN YA ROBBAL ALAMIN!!!,berita kaya gin mirisss gak malu negara sudah korupsi tidak henti tppu pengusuta malu malu elit politik carut marut darurat judi online quot quot bangsa buruk negriku kuat cinta negeri amin robbal alamin
1684,Kuala Kaya,2023-09-13T00:52:25Z,"Innalillahi darurat narcoba,ya allah lindungilah NKRI dari manusia2 serakah yg merusak regenarasi anak bangsa amin",innalillahi darurat narkoba lindung nkri manusia serakah rusak regenarasi anak bangsa amin
1697,Agus Sutrisno,2023-09-20T10:42:10Z,BB narkoba jangan sampai di tukar yng sama dengan sabu mislx garam trimakasih polri sdh mexelamat kan bangsa indonesia damai sehat bebas dr narkoba,bb narkoba tukar yng sabu mislx garam trimakasih polri sudah mexelamat bangsa indonesia damai sehat bebas dr narkoba
1698,satria baja,2023-09-13T00:33:46Z,Uangnya nanti dikemanakan ya... Apakah masuk ke kas Negara?...10 T itu bisa menambah biaya utk menlanjutkan pembangunan IKN lho!,uang mana kas negara tambah biaya untuk menlanjutkan bangun ikn lho
1700,Lensa Keadilan,2023-09-13T00:42:50Z,"Masalah narkoba tidak bisa di tuntaskan kerana tidak ada perlawanan yang utuh dan padu. Mengapa demikian?<br><br>Kerana bisnes narkoba gede banget, bisa menggiurkan sesiapa saje yang mendambakan kekayaan dunia<br><br>Apalagi dengan sistem negara ada pemimpin negara yang terlibat. Ahli politik butuh dana besar buat kampanye. Kalau hanya mengharapkan penjual bakso, mungkin ga seberapa. <br><br>Maka ketika ahli politik tersebut  sukses di kampanye dan menjadi pemimpin negara, mereka akan menggunakan aparatus negara dan polisi melindung atau paling tidak, menutup mata dengan aktivitas negara. Makanya pernah ada isu bisnes narkoba dalam penjara<br><br>Kasus seperti ini bukab hanya di Indonesia malah hampir di seluruh negara di dunia<br><br>Bukan hanya bisnes narkoba, bisnes perjudian pun demikian juga sehingga ada aparatus negara seperti polisi bukan hanya  membiarkan, malah melindungi  bisnes perjudian untuk mendapat upeti dari bandar judi dan narkoba<br><br>Pencegahan penggunaan narkoba tidak begitu sulit di kurangi malah di hapus. Iyanya harus bermula dari rumah dan  sekolah. Setelah itu, RT, RW Camat dan seterusnya bisa memainkan peranan memantau warga mereka dan melaporkan jika ada yang menggunakan narkoba",narkoba tuntas rana lawan utuh padu rana bisnes narkoba gede banget giur siapa saje damba kaya duniaapalagi sistem negara pimpin negara libat ahli politik butuh dana kampanye harap jual bakso tidak ahli politik sukses kampanye pimpin negara aparatus negara polisi lindung tutup aktivitas negara isu bisnes narkoba penjarakasus bukab indonesia negara duniabukan bisnes narkoba bisnes judi aparatus negara polisi biar lindung bisnes judi upeti bandar judi narkobapencegahan guna narkoba sulit kurang hapus iya rumah sekolah rt rw camat main peran pantau warga lapor narkoba
1701,Setyo Budi Arbiyanto,2023-09-17T13:44:13Z,Barang buktinya nanti tinggal sampel saja ya sisanya entah kemana😂😂😂<br>Sekalian donk bongkar dan tangkap koruptor Harun masiku🎉🎉,barang bukti tinggal sampel sisa mana bongkar tangkap koruptor harun mas
1702,TTSM,2023-09-15T14:34:15Z,W heran sama pengedar narkoba uang udah banyak tapi masih jual narkoba???..padalan uang nya banyak tinggal menikmattin hidup dengan enak tapi masih jual narkoba aja...aneh tapi nyata,heran peedar narkoba uang sudah jual narkoba padalan uang tinggal menikmattin hidup jual narkoba aja aneh
1704,Bejo Jenggot,2023-09-13T00:32:43Z,"Hebat hebat mantap polisi Indonesia Brantas terus jaringan narkoba sampai ke akar-akarnya, lanjutkan.",hebat hebat mantap polisi indonesia berantas jaring narkoba akar akar lanjut
1706,Marihot Hutagaol,2023-09-17T23:22:40Z,"Mohon diKasitau, Kemanakah Penjualan Akhir Narkoba ini. Siapa2 Saja Pembeli Akhir Narkoba ini. Selain dari Dikonsumsi Orang, Untuk Apakah Kegunaan Narkoba ini?  Terimakasih.",dikasitau mana jual narkoba siapa beli narkoba konsumsi guna narkoba terimakasih
1710,wawan amha,2023-09-13T02:35:57Z,Apa kabarnya tedi Minahasa. selagi ada yang mempasilitasi celah masuk narkoba dari ngr asing. jangan harap NKRI Ter bebas dari narkoba. Hukum mati pemasok.penerima.pengedar. perusak moral.akhlak.anak bangsa. Rusaknya Moral akhlak. Ulahnya orang orang yang serakah gila harta lewat narkoba. Sita pula miskin kan orang orang yang ikut membantu masuknya narkoba ke NKRI.,kabar tedi minahasa selagi mempasilitasi celah narkoba ngr asing harap nkri ter bebas narkoba hukum mati pasok terima peedar usak moral akhlak anak bangsa rusak moral akhlak ulah serakah gila harta narkoba sita miskin bantu masuk narkoba nkri
1711,Andi Phone,2023-09-16T04:38:07Z,Jangan harap Indonesia mau maju kalo Indonesia banyak tikus nya taulah ada banteng merah 😂 kan banteng susah diatur dah ahh gelap nanti 😂😂😂😂,harap indonesia maju indonesia tikus tau banteng merah banteng susah atur ahh gelap
1712,yah Putri Aisyah Balqis,2023-09-13T14:00:10Z,Kalau ada penegak hukum atau jendral yg caba2 melindungi ringkus dan tangkap dan hukum mati .tiada ampun buat mereka2 ini,tegak hukum jendral caba lindung ringkus tangkap hukum mati tiada ampun mereka
1728,Kota Bima,2023-09-12T22:22:13Z,"Kami sebagai masyarakat awam sangat mengapresiasi kinerja kepolisian, semoga saja kinerja ini bisa terus di kembangkan sehingga generasi Indonesia bisa terselamatkan, Bravo kepolisian semoga tetap jaga Aamiin",masyarakat awam apresiasi kerja polisi moga kerja kembang generasi indonesia selamat bravo polisi moga jaga aamiin
1734,gina Rahmadani,2023-09-16T01:06:14Z,"nih yah biar adil udh sih narkoba bebasin aja,dri pda hukum tumpul keatas tajam kbawah,pengecer dan bandar besar dtangkap,sambo gmn??yg ada pangkat dan kuasa gmn??mending bebasin aja skalian narkoba di indonesia,biar kepolisian juga senang ga repot2 tkt sama yg modelnya kek tedy dan sambo",yah biar adil sudah narkoba bebasin aja pda hukum tumpul atas tajam kbawah ecer bandar dtangkap sambo pangkat kuasa mending bebasin aja skalian narkoba indonesia biar polisi senang tidak repot tkt model kek tedy sambo
1735,Lutfi Gifalileo,2023-09-13T03:04:55Z,"yg perlu di ungkap backing yg terima uaang setoran itu, mereka yg di tangkap cuma wayang aja ayooooo tangkap dooong yg penerima uang setoran baru jempolaannnn",backing terima uaang setor tangkap wayang aja ayooooo tangkap dooong terima uang setor jempolaannnn
1738,ً,2023-09-13T01:17:28Z,"10 T itungannya didapat dari penyitaan aset berupa tanah, bangunan hotel, gak sekalian istri bandar narkoba disita juga?😅",itungan sita aset tanah bangun hotel gak istri bandar narkoba sita
1740,Tau Buer,2023-09-16T11:14:29Z,Pemerintah indonesia sedang bekerjasama dengan negara perusak bangsa. Cina keparat pemasok narkoba terbesar seluruh dunia,perintah indonesia bekerjasama negara usak bangsa cina keparat pasok narkoba besar dunia
1754,Hutzon Siahaan,2023-09-18T13:17:16Z,"mohon usut dalang d backingnya para pngak hukum jngn hny  sbts ditangkap,kmn arah uang d ast yng disita tsb pak pol???",usut dalang backing pngak hukum jangan hny sbts tangkap kmn arah uang ast yng sita tsb pol
1758,Deni Lotus,2023-09-19T01:03:09Z,"Aduhh ditembak matilah semua yang manusia seperti itu,ngerusak bangsa ruginya jauh lebih besar dan gak ada hasilnya,jangan dikasih ampun apa lagi mereka masih mayoritas keturunan China seluruh aset keluarganya disita aja biar miskin sekalian keluarga diusir dari indonesia",aduhh tembak mati manusia ngerusak bangsa rugi gak hasil kasih ampun mayoritas turun china aset keluarga sita aja biar miskin keluarga usir indonesia
1760,Hantu Rimba,2023-09-15T16:57:47Z,Pabrik bos . masa di gali tersangka tdk dpt pabriknya .. Aduhh lupa kalo narkoba habis  tdk ada lagi job . oke paham maaf,pabrik bos gali sangka tidak dpt pabrik aduhh lupa narkoba habis tidak job oke paham maaf
1765,abel Abeljie,2023-09-12T22:51:52Z,giliran rakyat aja gercep banget tp klo polri yg melanggar prosesnya sangat lama.dan bahkan gak tercium klo gak ada anak buahnya yg ketangkap duluan atau dr laporan masyarakat.,gilir rakyat aja gercep banget tapi polri langgar proses gak cium gak anak buah tangkap duluan dr lapor masyarakat
1766,Siti Andarwati Wati,2023-09-13T07:49:52Z,"Innalillahi... tanda2 akhir zaman sudah nampak... lanjut berbuat maksiat dan maksiat, pengkhianat bangsa, koroptor, pelaku judi online, penjahat Narkoba sampai modar... sengaja Alloh kalian Mabuk dgn harta, kedudukan/  jabatan dan harta haram ... rasakan kl sudah mati semua... semua tidak yg bisa menolong kalian akan mati dgn kebiaasaan kalian.. tunggulah AZAB  ALLOH yg sangat2  pedih2..<br>SALUT  KEPADA POLISI ... LANJUTKAN .... DAN HUKUM YG BERAT DAN HUKUM MATI AGAR INDONESIA BERSIH DARI JUDI DAN NARKOBA👍👍👍👍",innalillahi tanda zaman nampak buat maksiat maksiat khianat bangsa koroptor laku judi online jahat narkoba modar sengaja alloh mabuk dengan harta duduk jabat harta haram rasa mati tolong mati dengan kebiaasaan tunggu azab alloh sangat pedih salut polisi lanjut hukum berat hukum mati indonesia bersih judi narkoba
1773,ayana olivia,2023-09-13T10:14:48Z,Oknum2 perusak bangsa satu persatu mulai runtuh kira2 ada oknum aparat gk ni yng terlibat?,oknum usak bangsa satu runtuh kira oknum aparat tidak yng libat
1774,Heri Amprulloh,2023-09-13T14:42:20Z,"Pastilah ada campur tangan oknum di belakangnya,kalo gak ada bekingan petinggi di belakangnya gak masuk akal.mana bisa barang segitu banyak jg uang dg jumlah besar berputar keluar masuk lur negri-indonesia jg seluruh kota&quot; di indonesia bisa terbang dengan aman jg dengan bebasnya...Semoga terungkap semua manusia&quot; yg ada di belakang mereka,jg mudah&quot;an penegak hukum berani menindak bekingan di belakang mereka.kalo bekingan cm sopir becak/sopir taxi gak mungkinlah......",campur tangan oknum belakang gak beking petinggi belakang gak akal barang segitu juga uang dg putar lur negri indonesia juga kota quot indonesia terbang aman juga bebas moga ungkap manusia quot juga mudah quot tegak hukum berani tindak beking beking cm sopir becak sopir taxi gak mungkin
1781,Fauz 748,2023-09-16T06:13:54Z,"Di sini pak ,di sumatera utara kabupaten langkat kecamatan pangkalan susu, penjualan narkoba jenis sabu2 sangat meraja lela sprti menjual bahan pokok bebas..tolong sangat pak peresiden ,pak kapolri dan pak kpoda",sumatera utara kabupaten langkat camat pangkal susu jual narkoba jenis sabu raja lela sprti jual bahan pokok bebas tolong residen kapolri kpoda
1782,Rendra Prakosa,2023-09-13T02:35:23Z,"Narkoba sdh merupakan profesi dan ladang duit yg menguntungkan dgn cara yg mudah, meskipun resikonya besar, klo lagi sial ....<br><br>Krn permintaan pasar selalu ada dan bisa dibentuk ....",narkoba sudah profesi ladang duit untung dengan mudah resiko sial karena minta pasar bentuk
1789,Super Man,2023-09-15T21:11:52Z,BRAVOOOO... SAYA UCAP KAN TERIMAKASIH BANYAK KEPADA POLRI INDONESIA... DENGAN ADA PENANGKAPAN SINDIKAT BESAR INI KALIAN TELAH MENYELAMAT KAN ANAK2 DAN BANGSA INDONESIA... GOOD JOB... KLO BISA JGN CMN DI MISKIN KAN.. HUKUM MATI BIAR GA ADA LG DAJJAL PENGEDAR BESAR YG MERSAK GENERASI BANGSA... MERDEKAAAA...,bravoooo terimakasih polri indonesia tangkap sindikat selamat anak bangsa indonesia good job jangan miskin hukum mati biar tidak lagi dajjal peedar mersak generasi bangsa merdekaaaa
1790,Riminz,2023-09-17T00:06:04Z,"Video penangkapan= ada<br>Pemusnahan narkoba= mana ada, orng mau di jual lg, di tngkap jg cm formalitas itu, orng bukan gembongnya yg di tngkep, ud jd rahasia umum klo pihak aparat ikut terlibat, 😂",video tangkap adapemusnahan narkoba orng jual lagi tngkap juga cm formalitas orng gembong tngkep ud rahasia umum aparat libat
1796,DEMIAN SUMBAR,2023-09-13T01:33:01Z,Beking nya di tangkap juga ngak pak? Biasanya ada bekingnya tuh..ngak mungkin jaringan narkoba bisa mempunyai aset begitu banyak kalo ngak ada yg mem bekingi..,beking tangkap ngak beking ngak jaring narkoba aset ngak mem beking
1800,Razer Supreme,2023-09-16T03:07:46Z,Capeklah liat drama polisi konoha...waktu narkoba cuan..dibekingin sendiri..begitu jatah preman kurang..dibongkar ditangkep sendiri..trus pres konference sendiri biar dianggep kerja..sebenernya mau lu apa gitu..tirulah polisi indonesia..jujur santun merakyat dan mengayomi rakyatnya..the best lah polisi indo,capek liat drama polisi konoha waktu narkoba cuan dibekingin jatah preman bongkar ditangkep terus pres konference biar dianggep sebener lu gitu tiru polisi indonesia jujur santun rakyat ayom rakyat the best polisi indo
1805,Tary Nai,2023-09-13T08:14:03Z,"Bareskrim dan satuan polisi lainnya bisa dipercaya gak nih barang bukti dan aset 100% disita dimusnahkan diserahkan ke negara? Tolonglah jangan kasih kendor. Hukum mati mereka smua. Bayangkan konsumennya adalah anak cucumu dan kluargamu yg lain. So, hancurkan para pelakunya.",bareskrim satu polisi percaya gak barang bukti aset sita musnah serah negara tolong kasih kendor hukum mati semua bayang konsumen anak cucu kluargamu so hancur laku
1810,Yunyun M,2023-09-13T07:23:30Z,"Pak polisi yang Amanah terimakasih,generasi kita pasti sehat sekelas Bandar Narkotik besar ketangkap ,tangkap lagi kalau ada bandarbandar syaitan ini ya pak,terus mereka hukumnya dipercepat lagi hukuman mati.<br>Bravo polisi NKRI.",polisi amanah terimakasih generasi sehat kelas bandar narkotik tangkap tangkap bandarbandar syaitan hukum cepat hukum mati bravo polisi nkri
