nomor,nama_akun,tanggal_komentar,komentar
186,AsalUpload,2023-09-17T16:58:13Z,"Waduh cuan gilee nih dapet kasus sebesar ini,lumayan buat tabungan petinggi 😂"
187,dhanu anggara,2023-09-19T03:18:48Z,"Trus barang bukti di jual lagi ujung2ny, bisnis yg menarik"
188,Alasman Saragih,2023-09-17T15:26:16Z,"Indonesia..pasar  narkoba  yg paling  AMAN, NYAMAN.<br>CONTOH MALESYA   <br>COBA  SAJA TDK AKAN ADA YG BERANI.  TARUHAN  NYA,  MATI DAN IKUT KELUARGANYA..  JUGA MATI.  MAMPUKAH INDONESIA TERAPKAN  SPT   UU  MALESYA.  .??<br>TDK  AKAN   MAMPU. <br>KRN  HAKIM., JAKSA,  JUGA  NARKOBAON..."
189,Davin_goo,2023-09-15T22:55:01Z,dan kasus sambo pun menghilang.😂😂😂
190,Al-Mash,2023-09-13T01:51:08Z,"Di tunggu Eksekusi Matinya<br>tidak Mati, brti belum Profesional.<br>🤣🤣🤣<br>(Kelas Internasional lhoo.....)"
191,Dion Indra Lesmana,2023-09-13T10:27:42Z,BNN Mabes POLRI MENDADAK KAYA RAYA😅😅😅
192,Amoonah,2023-09-13T03:40:03Z,"Barang haram bisa masuk ke 👇pasti ada yg memberi jln.kalau hanya cucurut gak bakalan bisa.soalnya ada oprasi dr badan hingga barang.ini pasti ada jalur2 mulus,gak heran guys<br>Ternyata benar di sidang Dodi cs itu barang Import kah"
193,Xgame,2023-09-13T05:37:22Z,Wau 10t . Masih gedean korupsi oknum pejbat negara ini....
194,Sofia loren,2023-09-12T23:47:05Z,Mereka sudah merusak jutaan rakyat dan bersenang2 di atas kehancuran rakyat. Sangat memprihatinkan!
195,Nama Depan,2023-09-13T09:27:07Z,Jangan sampai terlupakan rempang😢
196,Sehudin Sadath,2023-09-13T11:40:29Z,"Coba kalau saja oknum yg membekingi para pengedar sadar akan rusaknya generasi Anak bangsa,kena tanpa mereka Pasti susah Narkoba masuk negara"
197,Sahril Gunawan,2023-09-13T23:08:20Z,Intelnya Mantap 🎉🎉
198,Tutik Bjn,2023-09-15T11:31:38Z,Trimakasih bapak kapolri indonesia semoga teliti dan julik menangkap penjahat 👍👍👍👍👍🇲🇨
199,Ahmad Riyadi,2023-09-16T07:17:24Z,😂😅asyik yg mendapatkan narkoboy nya....😅 Ferdy sejenis mantan kapolda gak??
200,yanto ktp,2023-09-17T23:47:07Z,HUKUMAN MATI LAH YG PALING BENAR BAGI PENGEDAR NARKOBA INI
201,Naomi wita,2023-09-20T00:45:42Z,koropsi jg hrs dimiskinkan........<br>kl cmn narkoba gk adil ..yg penting itu ..koropsinya ......kl narkoba itu buat pilihan hidup buat mati ..
202,dureen mbalap Kediri,2023-09-14T06:41:22Z,Terbesar 10t<br>yg loloss dri operasii bisa senilaai puluhaan T lg bahkan bisa ratusan T... Jatim jateng jabar banyak loss narkobaa
203,Andri Supriyanto,2023-09-13T23:47:37Z,"Usaha milik pribadi kok aset semua di sita, giliran aset hasil korupsi gak di sita. Joni G plate Korupsi 8T cuman di denda berapa ratus juta dan para koruptor lainnya korup berapa puluh milyar cuman di denda berapa ratus juta saja mantan koruptor masih bisa mencalonkan anggota dewan kn konyol 😂😅😅"
204,Kek Su,2023-09-13T15:09:32Z,MANTAP ! COBA PAK KALO BISA KOROPTOR JUGA DI SITA SEMUA HARTANYA BIAR JADI EFEK JERA
205,Jumari Amir,2023-09-13T05:58:18Z,Pasti ada aparat yg bekengi .gk mungkin kuat operasinal transaksinya
206,Keleketu Babara,2023-09-19T01:17:02Z,Tapi semoga aja tdk ada oknum polisi atau tni yg beking di dalamnya. ..
207,Arya,2023-09-16T16:04:35Z,Kalau uangnya nantinya di kemanain yah...
208,noer mamak azhari,2023-09-18T22:54:17Z,"Sudah jelas jelas pelaku , tetapi hukum yg berlaku tumpul . NARKOBA TDK AKAN HILANG DARI NKRI , KALAU HUKUM DI NKRI TUMPUL."
209,jani irawan,2023-09-13T12:08:34Z,Hukum mati
210,samsu rizal,2023-09-16T07:17:35Z,Kalau memang Sungguh sunguh mau mengungkap..pasti Polisi Bisa.<br>Anggotamu tersebar dan terbanyak..
211,Nomo Gan,2023-09-13T04:48:14Z,Pertanyaannya kok bisa lolos ??
212,Agus Amin,2023-09-13T01:25:26Z,"Bingung saya. Ini KPK,atau RESERSE NARKOBA"
213,kahfi,2023-09-15T08:13:58Z,"Bagus lah buat bayar utang negara &quot;<br>Pecat saja pak polisi, tni pejabat yang bertelele,, semua Tau itu setiap pejabat daerah Suka makai narkoba dan main prempuan, bukan di jawa saja setiap daerah begitu &quot;bupati walikota.. Polda jambi  sering kecolongan itu.."
214,Nikoo,2023-09-13T05:30:09Z,ini baru bener !!! kalo cuman 5-6kg gw gak percaya
215,Mas Budi,2023-09-12T23:55:09Z,"Memeng polisi itu bngsat,byk anggota nya yg trlbt, dasar polri GK brguna bngsat"
216,Derry Ef,2023-09-13T02:39:45Z,Awasi aset dan BB narkobanya jgn sampai bikin ngiler oknum2
217,Yusran Bano,2023-09-15T13:35:21Z,Harus di hukum mati....perusak generasi kedepan..salam bravo polri..
218,Oey Lany,2023-09-19T15:05:50Z,HEBAT  POLISI BER KERJA  SM  DENGAN KEPOLISIAN TAILAN  MALASIA  INDONESIA  HEBAT  KERJA  SAMA  YANG  BAIK  UNTUK BERANTAS  B D  NARKOBA TER BESAR  MASARAKAT  BER TRIMA KASI KEPADA BP  BP YANG BRANTAS BANDAR NARKOBA TER BESAR   DIA MERUSAK GENERASI   MUDA
219,eyang Kus family,2023-09-14T03:21:09Z,Usul kalau pas sidang jangan dikasih pakai peci atribut umat muslim 🙏
220,Sufri Naldi,2023-09-13T01:59:09Z,"Mohon izin pak polisi,kalau memusnahkan barang bukti wajib di siarkan langsung di tv nasional,baru mantap"
221,nʎɐq bay,2023-09-17T15:08:05Z,<b>UNGKAP JUGA BEKINGANNYA DARI SI COKLAT DAN SI LORENG</b><br>KALAU BERANI SIH.
222,Dion Wallet,2023-09-14T06:11:18Z,"yang PALING PENTING, semoga saja BARANG BUKTI  tidak di selewengkan ya PAK!!!!<br>karena yang sudah sudah kan... ya begitu lah"
223,Gleri Makawekes,2023-09-17T11:38:55Z,luar biasa POLRI 👍
224,Hery Satriawan,2023-09-14T03:01:28Z,Kalimantan Selatan darurat sabu
225,Wiliam Jeremi,2023-09-13T06:51:10Z,"Polisi melindungi- polisi menangkap, polisi yg menghukum, coba klo polisi mau jujur pasti INDONESIA bebas narkoba ,selama aparat penegak hukum masih membekap peredaran narkoba di INDO selama itu juga narkoba ga akan hilang. Polisi bekap,polisi tangkap, polisi naik pangkat dibilang prestasi padahal perusak!."
226,Kezia Anugraini,2023-09-13T04:34:21Z,Apresiasi kepada aparat Polisi yg memberantas narkoba
227,Dharma Freddy Silalahi,2023-09-16T08:12:26Z,Yakin pak jaringan itu terbesar? Msh banyak pak..ayo semangat bongkar jaringan besar lainnya..makasih
228,M. Ali Imron QQ,2023-09-13T05:09:25Z,"Biasalah untung mengamankan yg di dalam, makan mengorbankan yg di luar <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
229,keripik kentang,2023-09-16T19:10:12Z,ga mungkin kan barang sebanyak itu kalo ga punya BEKINGAN
230,Online Shopping Jakarta,2023-09-12T23:39:11Z,Ini kaya di Singapura. Panen duit haram
231,daryati daryati02,2023-09-16T09:16:58Z,"Jadj inget awal pak jokowi jadi presiden, gw kira gembong di periode 2 sudah habis di hukum mati 😂😂😂"
232,🎀Alicia_Gadis,2023-09-14T08:14:51Z,JERUK MAKAN JERUK🤣
233,Itilia Tempikasari,2023-09-13T13:38:14Z,Ada yang tau di kemanakan aset dan barang bukti yang disita???
234,ANDRA OFFICIAL,2023-09-17T08:49:27Z,"boss narkoba tuh pasti di backing sama aparat / orang pemerintah 😂 Kalau yg ketangkep gitu pasti cuma bandar biasa yg cuma dijadiin tumbal, Udah bukan rahasia umum lagi sih kalau ini"
235,Nelawati Nelawati,2023-09-14T23:19:00Z,Narapidana yg di penjara msh bs make bs bebas barang haram
236,Robert Bancin,2023-09-14T07:11:45Z,"BB 65M itu akn dimasukin kmns,??"
237,Zatnika Aditya,2023-09-13T01:07:23Z,Muka&quot; cina yang terlibat
238,Saripudin Pudin,2023-09-13T09:00:44Z,"Trimakasih aparat negara bersenjata telah tertangkapnya badut badut narkoba narkotika  , tapi telusuri dong ada beking oknum ga  ? Tangkaaaaaapp"
239,Anna Lili,2023-09-13T07:51:04Z,Di bersihkan lah ke akakarar nya  merusak genersi penerus basang sikat semua nya semoga media dan parat dan perintah sehat selalu sikat semua nya  hukum lah seberat berat nya yang terliba di situ  jangan padang bulu supaya sehat generasi penerus bangsa kita ini
240,Lebah Ratu,2023-09-15T15:22:51Z,Terima kasih untuk para bandar dan cukong yg telah dengan susah payah dengan suka rela mengumpulkan barang bukti untuk disita oleh polri untuk nanti di jadikan aset negara dan di pergunakan untuk kepentingan rakyat. Semoga kalian terus rajin mengumpulkan lagi dalam penjara nanti sebelum dihukum mati.
241,Joeydhc Raja,2023-09-13T05:49:47Z,Ini bukan dari sindikat sambo ya..
242,"ADI SE, SH",2023-09-13T01:01:20Z,Haiyaaaaaa wa ibliezzzz
243,leezhane ludvie86,2023-09-17T08:37:47Z,"semoga,yg di kampung2 jg pd di tgkep .krn sangat meresahkan. .. tdk peduli org2 cari rumput sklipun bawaanya sabu..😢😢"
244,A Jai,2023-09-12T23:40:00Z,"Pihak Keamanan <br>Hati hati dan harus sigap <br>Indonesia lagi dibidik Demografinya untuk di lumpuhkan tingkat produktifnya. <br><br>Jika usia Demografinya sudah dirusak dan dibuat setres oleh pihak saingan bisnis Negara maka Indonesia akan kehilangan kesempatan Positive dari bonus Demografi itu.<br><br>Ingat juga akan maraknya Judi Online dan Pinjaman Online serta Narkoba, ini akan mempengaruhi qualitas Demografi Indonesia. <br><br>Jadi disini perlu dan harus meningkatkan daya pikir dan Sigap meresponnya"
245,Amal Ramadhan,2023-09-14T12:09:36Z,Berarti klo jaringan internasional cuma yg nama fredy yg bisa seperti fredy budiman
246,Endang Supriatna,2023-09-13T01:14:57Z,POLRI BRAVO..demogga indonesia terlepas dari narkoba..dan masyarakat nusantara sehat dan semangat  mecari kerja halal..Aamiinn ❤❤❤🎉🎉🎉
247,JE,2023-09-16T12:08:40Z,"Di medan kapan mau di brantas,"
248,Muda Wali,2023-09-15T16:31:13Z,Tpy polisi melihat uang begitu banyak mareka  ada niat lain nanti😂
249,Dika lahlamaa,2023-09-16T17:48:26Z,Gimana ya kalo orang miskin ngelihat duit sebanyak gituhhhhhh
250,Akhim Akhmad,2023-09-12T22:55:36Z,Seneng jika bisa nangani kasus seperti ini.    Dari pada ngurusi pencemaran nama baik dan masalah ecek 3cek lainnya
251,maya anggi,2023-09-13T08:21:04Z,Hukum mati
252,Susanti1 Djalante,2023-09-15T10:38:53Z,Terima kasih Pak kapolri. ANDA MENYELAMATKAN ANAK BANGSA DARI KEJAHATAN NARKOBA.
253,WONG SANDANGREJO (VIDEO DA²KAN),2023-09-16T03:30:53Z,"BRAVO POLRI, DOA TERBAIK UNTUK POLRI"
254,Tutik Bjn,2023-09-15T11:33:38Z,Hukum mati aja di nusa kambangan hukum indonesia tegas
255,Sanken Ponsel,2023-09-17T14:38:21Z,Barang bukti harus d musnahkn semua jngan smpai seperti teddy minahasa
256,joy may,2023-09-13T01:05:47Z,BRAVO BPK2 dr POLRI 👍👍👍
257,Heri Pras,2023-09-12T23:40:42Z,Nah baru nih enak denger nya kalo kayang bede bede gedenya ke tengkep
258,AUTO viral,2023-09-18T14:16:32Z,Selagi oknum polisi masih bisa di beking mafia tdk heran hal ini terjadi
259,supriadi Amelia,2023-09-13T00:07:14Z,Gak usah di adilii...bawa kelapangan langsung tembak di tempat
260,Dani Effendi,2023-09-12T23:55:45Z,Biasanya ada jendral beking di belakangnya??
261,Burhanudin Ksp,2023-09-16T19:39:25Z,Ini kan hanya peralihan saja&#39;entar saja udah bebas &#39;&#39;kalo memang benar terbukti orang ini.pedagang sabu2 dannheroin &#39;tidak ada ampun&#39;setelah ingkerak&#39;pengadilan yg mrmutuskan pidana mati&#39;&#39;2x30 hari harus di esikusi mati&#39;terus ditembak saja buat rusak  generasi muda dan bangsa indonesia &#39;yg jadi polisi banyak dinpecat&#39;yg jadi T.N.I.Juga banyak di pecat &#39;karena  terlibat perdagangan  dabu2.ini semua sengaja fi buat begitu oleh orang2 partai komunis tiongkok.&#39;dgn lemah bangsa 2 di duniaini.&#39;mereka orang2 cina komunis tiongkok lebih mudah untuk menyerbu bangsa&#39;ini.wadpadalah  indonesia&#39;dgn perogeres cina  komunis tiongkok&#39;mereka ingin buat pemuda2 indonesia semua lemah dan lengah..ok.
262,achmad ansori,2023-09-15T21:00:00Z,Klo tidak di hukum mati percuma.. Mereka bisa ngatur bisnisnya dari dlm penjara.. Cuma satu yg bikin mereka di stop.. HUKUM MATI
263,Bagus Stovia,2023-09-17T17:38:45Z,Kurang cuan BOS nya wkww
264,Ridwan ombro chanel,2023-09-16T19:43:12Z,Dan mungkin lebih menarik jika vidio exsekusi di lakukan dengan live
265,Hembri Dachi,2023-09-17T11:24:18Z,Alhamdulillah masih ada POLISI yg Sehat Jasmani Rohani.. Sehingga bisa Selamat Generasi Muda Kita.
266,Tolip Priyadi,2023-09-19T10:13:55Z,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩<br> Awasi barang bukti ...
267,Dardak Demak,2023-09-16T06:55:11Z,"Pengen naik pangkat j....aslinya dh lama tau,dan di mintai upeti ni dh kenyang"
268,bagos satrio,2023-09-20T05:26:34Z,mimpinya Guru Gembul .tentang penyelundupan narkoba.
269,Tri Giono,2023-09-15T16:03:07Z,Sekolahin aja beres...
270,leodikia hunaribi,2023-09-13T03:49:49Z,Trus hukuman apa nnt yg akan diberikn ke otak pengedarnya. Apakah berlaku hukuman mati atau hukuman seumur hidup yg pantas.
271,JAHM Official,2023-09-17T08:35:31Z,Harusnya tembak mati sih
272,Sugiono Sugiono,2023-09-16T12:01:09Z,Hukum  mati  tuh  pelaku..<br>..SAVE  WARGA  REMPANG.
273,Tutur Kentoro,2023-09-13T07:03:04Z,"Alhamdulillah,,,, terimakasih Ya Allah engkau telah mempermudah Kepada bapak2 polisi untuk mengungkap jaringan narkoba,,semoga bapak2 polisi Indonesia sehat selalu"
274,Nawab ali,2023-09-20T00:29:02Z,hukum 50 tahun biar dia mkn gratis di penjara
275,Muhammad Mizan ainun Fikri,2023-09-15T16:50:29Z,Sampe 3 negara nyari ni predy
276,pakde pauzi,2023-09-19T09:57:46Z,"segeralah ditembak mati, jangan sampai basi ceritanya, biasanya begitu lambat laun hilang cerita narkobanya lenyap ditelan bumi."
277,ALam semesta,2023-09-13T16:55:37Z,Hukum mati
278,Yoke Agustiranda,2023-09-15T20:01:02Z,Gue ngerasa ada hubungan nya sama irjen teddy minahasa logis gak sih.. Dengan teddy udh di tahan jadi gak mulus buat bandar yang lain
279,SALAMUN BARAKA,2023-09-13T22:33:57Z,10triliun bisa buat mkn bakso 1kabupaten
280,Drs Supriyono,2023-09-12T23:08:14Z,Hukuman mstiiiiiii
281,Nanda Su,2023-09-13T03:33:20Z,"Buat anggota2 kepolisian yg berprestasi, seperti mereka2 ini harus di Apresiasi. Naikan pangkat dan berikan BONUS yg bersar."
282,Ikhsan Nurholis,2023-09-13T11:03:50Z,Gabakal habis kalo aparat nya masih ikut main
283,Fajar Ajalah,2023-09-14T14:50:55Z,"Yg jelas yg bisnis itu bukan orang biasa,<br>Yg jelas ada di dalam pemerintah dan para pejabat tinggi negara,<br>Walau di gembar gembor kan di publik,<br>Yg jelas akan lolos dari hukum di negri ini,<br>Paham dan sudah biasa kan hukum di negara ini,<br>Ke banyakan sekenario di depan publik saja,<br>Agar di anggap pejabat hukum di negara ini wah, atau hebat,<br>Pedahal akan lolos juga."
284,Ditha Ertangsyah,2023-09-17T10:43:42Z,Gw ketawa aja dah....
285,Dayatt 07,2023-09-13T10:49:07Z,sambo sambo sambo
286,Syamsuddin Lamba,2023-09-13T05:41:38Z,alhamdulillah....
287,Muh Reyhan,2023-09-16T03:41:45Z,Barang buktinya tolong di jaga ya pak 🤭
288,Amek Jeee,2023-09-17T08:07:15Z,Sudah hukumnya seperti itu polisi melindungi dan juga menggunakan barang haram tersebut
289,Nelawati Nelawati,2023-09-14T23:20:38Z,Di luar di tangkepin tp di dlm msh bs pke narkoba..ad brg masuk ke lapaa sih gmn critany..ud aj gs di tangkepin
290,Valentinus Valen,2023-09-18T08:00:30Z,"Klu bisa barang buktinya sabu2 tu narkoba tolong di bakar, biar tdk bisa  di jual kembali🙏🙏"
291,Endang Purnomo,2023-09-18T16:35:07Z,Mantappp mantappp..aje kendor kalau belom ke tangkepp trus majuuu biar org pada mabok kabeh
292,Shaquille Rifai,2023-09-15T23:49:43Z,Wah.. Duit duit bisa diatur....
293,kesya fa,2023-09-14T14:40:42Z,"saran buat bapak kapolri,, lebih baik punya tim kusus dan rahasia serta benar benar bisa dipercaya untuk melaksanakan hal hal yang menjadi tujuan bapak kapolri,, terutama untuk membersihkan oknum oknum anak buah bapak yang tidak bisa kerja, korup, bermain main dengan hukum, dan masih banyak lagi.. sebab kalau hanya perintah perintah dan ancaman saja tidak akan mempan.. dan kalau bisa selalu diadakan rotasi atau perpindahan keluar daerah untuk menghindari permasalahan tersebut.. biar tidak keenakan bertugas terus disatu tempat sampai pensiun.. masak atasan saja selalu berpindah pindah ke daerah lain, sedangkan anak buah malah menetap disatu tempat.. kan ini kebalik dan tidak adil"
294,ASHAVALANORE,2023-09-13T01:32:14Z,Nah kalo T nilainya baru saya percaya. Kalau kurang dari 1T biasanya cuma pengalihan dari gembong narkoba yg lebih besar.
295,Exhsan Ardianto,2023-09-13T04:44:09Z,"Pangsa pasar yg empuk di tengah keputusasaan, akan keadilan dan masa depan."
296,Komo Do,2023-11-20T10:32:21Z,Intruksi...kt ini cuma jd penonton.
297,Arya Rizaudin,2023-09-13T06:13:54Z,"Rempang, yok bisa yok"
298,Anwar Anwar,2023-09-13T03:31:43Z,Jokowi  mau dipaksa oleh rakyat  untuk masuk penjara atau  kesadaran sendiri untuk.masuk  bui
299,Efendy H,2023-09-13T02:11:41Z,"Selagi mafia masih permainkan hukum,barang haram masih bebas beredar, sangat sulit memberantas, karena polisi menangkap tapi di mainkan mafia di pengadilan, jadinya polisi kecewa dan ahirnya konco konco di lapangan dengan mafia, tetap tidak berhasil karena saling tidak percaya."
300,Pantang Mundur,2023-09-12T23:58:17Z,"Mending di bebaskan seperti di belanda,buat bangun negara negara yg kelola,dari pada ngutang ke cina...tapi rakyat se indonesia yg kena,bahkan bayi yg baru lahir saja sudah di bebani hutang yg tidAK TAU APA²<br>negara punya penghasilan besa karna di Filadelfia juga yg suka make saja beli orang yg ga suka biasa aja lewat lalu lalang"
301,Samsung Galaxy,2023-09-17T16:20:02Z,Hati ku SDH TDK percaya lagi sama petugas
302,prayoga1418,2023-09-20T00:25:36Z,"Aset tersebut di kemanakan, dihibakan kmana 🤣"
303,Gibek Gibek,2023-09-17T00:45:12Z,Di sita br mau di kasi ke siapa.
304,Tri Julianto,2023-09-18T05:17:23Z,Terus masalah Sambo sekarang gimana....kok diem diem aja
305,Misbah Syaputra,2023-09-17T10:21:40Z,Tembak dikepala itu hukumannyg pamtas buat pengedar bandar narkoba...tirulah  pilipina teghas. Oke
306,afm anime,2023-09-13T05:05:32Z,palingan juga jadi duta anti narkoba.. 😂😂
307,Carita-hidup,2023-09-13T04:56:00Z,Yakin nih ga ada oknum polisi sama tni nya ????😅
308,Adrian Bris,2023-09-18T05:51:03Z,Hukum mati
309,Xs Max 256,2023-09-15T21:00:10Z,"Tangkap juga tuh yang urus bandara, bisa sampe keluar masuk itu narkoba... Duit emg ada segala nya gila"
310,🅥 𝙋𝙐𝘽𝙇𝙄𝘾 𝙎𝙃𝙄𝙀𝙇𝘿 𝙄𝘿,2023-09-16T00:57:37Z,"Mereka yg merusak dan meracuni negara yg mayoritas usia produktif justru bukan negara maju, disini sering/bahkan setiap hari kasus2 ini. Saya curiga apa para pengedar ini didanai olh orng berpengaruh dari negara lain  karena biaya mereka kesana kemari itu tdk murah"
311,Mahendra Karna,2023-09-13T02:51:13Z,sikat semua bandar seluruh Indonesia beserta oknum aparat yg melindungi.
312,Walimin Min,2023-09-20T11:58:30Z,Perusak generasi bangsa itu setelah di sita Aset para pengedar Narkoba ini hukum mati semuanya biar tak ada lagi bandar bandar besar ini
313,Kelvin Gorant,2023-09-16T10:45:51Z,Penyitaan duit 10 T untuk negara membiayai kampanye partai politik lumayan tu.
314,Krisma Wati,2023-09-13T01:24:35Z,Asal jgn kayak tedi minahasa
315,Oppo A16,2023-09-18T15:27:54Z,Hukum mati aja pak  biar kapok orang nya.
316,Jajak Adul,2023-09-13T01:07:28Z,Kayanya begitu mudah jaringan narkoba di Indonesia ini <br>Apa yg salah.....?????<br>Kaya nya bilan terbukti atau tertangkap tangan ....DI DOR SAJA<br>KARENA GAK ADA TAKUTNYA BILA HANYA DITANGKAP DAN DIHIKUM SAJA <br>DOR.... DOR SAJA..... OKE...!!!!!
317,Tara Junaidi,2023-09-15T06:14:45Z,"Yg paling heran kenapa didalam penjara masih bisa mengendalikan narkoba, jadiseolah olah penjara bukan efek jera tapi malah jd tmpt persembunyian yg paling aman"
318,Abityo Nugroho,2023-09-16T00:52:44Z,Masih percaya berita seperti ini? Apa benar berita ini bukan untuk menutupi kasus keterlibatan aparat?
319,abdi jiwo,2023-09-15T23:12:33Z,ini sudah pantas d hukum mati
320,Si Jon,2023-09-16T20:52:44Z,Kalo bgini gabakal virall 😂😴
321,Slamet Budi,2023-09-13T08:52:30Z,"Se7 bandar narkoba dimiskinkan pak, termasuk para koruptor harus dimiskinkan pak, biar gak bisa sogok penegak hukum..."
322,Ardhy Ardhy,2023-09-15T15:22:01Z,Apresiasi atas keberhasilan membongkar sindikat narkoba. Semoga terus berprestasi mengungkap sindikat lainnya.
323,M imron Rosidi,2023-09-17T11:02:22Z,"Ya, jika sapi perah tdk lagi mengeluarkan susu. Sembelih, aja..!!!"
324,Sopee and shofiyah and lp,2023-09-13T06:49:45Z,"Serem juga kalau tersangka nya punya Triliunan, takutnya banyak yg gelap mata ketika di kipasin 1 M aja.."
325,Benny Alexsander,2023-09-13T02:50:11Z,Telat
326,Purwoko Dekrit,2023-09-15T06:58:38Z,"Hukuman mati yg pantaa bagi pengedar dan bandar narkoba, disamping dimiskinkan harta dan asset para bandar dam pengedar ......mereka merusak para muda mudi Indonesia sbg penerus bangsa , dan pihak penegak hukum hrs tegas kepada mereka."
327,zazafaridia,2023-09-13T00:41:34Z,"Alhamdulillah dapat lumbung cuan lgi.. Perlu diawasi jg ini polisi, nti itu barang hanya muter muter aja.. Di perdagangkan lgi.."
328,putry wangi,2023-09-15T01:10:32Z,wah uang semua itu
329,Mommy Hadne,2023-09-13T14:42:15Z,"Itu duit sitaan,kendaraan dll yakin 100% masuk aset negara????? 😆😆😆"
330,Dono Kirono,2023-09-13T10:43:47Z,Dipekanbaru banyak bandar tolong dibereskan pak pol bandar besar sama kayak ferdy
331,mikey 123,2023-09-16T01:24:29Z,Wah jangan tersangka nya j lh.yg di perlihatkan bukti narkoba nya di bakar juga  lh.ap jangan jangan di ambil yg berseragam terus di jual lagi kpda kepercayaan nya ( pengibus) lalu di edarkan lagi habis itu yg beli di tangkap wah negara konoha keren😅😅😅
332,ZERO Quiet,2023-09-14T15:38:12Z,Hukum Mati saja...<br>Ini perbuatan biadab yg meracuni generasi muda kedepan...<br><br>Sukses udh bisa mengungkap Bandar dan becking nya juga...
