nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
224,@agussuswanto18,2023-09-16T04:03:03Z,"Habis di sita trus masuk ke mana ya, wkwkwkwkwkwkwkwk, masyarakat yang pintar pasti dah tahu ke mana barang sitaan, tapi kalo yang masih lugu pasti bilang masuk kas NEGARA wkwkwkwkwkwkwkwk",habis sita terus wkwkwkwkwkwkwkwk masyarakat pintar barang sita lugu bilang kas negara wkwkwkwkwkwkwkwk
1011,@pakbroto4405,2023-09-18T03:10:06Z,Harusnya barang buktinya langsung di bakar ( narkoba )... dan orang&quot; nya langsung di di kafani. Itu baru membranntas narkoba dan stop peredaranya. <br>Kalau msh di proses.... 😂😂😂senyumi sajaa.,barang bukti bakar narkoba kafan berantas narkoba stop edar proses senyum sajaa
184,@Candu-video,2023-09-18T09:26:14Z,"Tembak matii saja semua aampah*negara ini pak sampahh sampah yang akan merusak anak cucu kita nanti ,jika diberikan hukuman ringan mereka gak bakal kapok kecuali tembak mati atau di racun saja pak.",tembak mati aampah negara sampahh sampah rusak anak cucu hukum ringan gak kapok kecuali tembak mati racun
697,@bestmoment7882,2023-09-13T13:25:43Z,Kita butuh Bung Rocky gerung untuk mengkritik kasus2 seperti ini supaya viral dan ditangkap oknum keparat yg ikut cawe2 bisnis haram ini,butuh rocky gerung kritik kasus viral tangkap oknum keparat cawe bisnis haram
1056,@serlyhoatin2824,2023-09-15T09:25:29Z,"Freddy maneh 🤦🏼‍♀️<br>Kasus pembunuhan kae Freddy Sambo, Freddy Budiman kok yo okeh sh jenenge Freddy mesti orang jahat",freddy maneh bunuh kae freddy sambo freddy budiman okeh jenenge freddy mesti jahat
2585,@m.yusufj1ace601,2023-09-19T01:32:30Z,barang.bukti.disita.nanti.dijual.komendannya.kaya.td.minahahasa.masyarakat.tdkk. percaya.lagi.dg.polri.,barang bukti sita jual komendan kaya minahahasa masyarakat tdkk percaya dengan polri
781,@sriwidjiastuti5277,2023-09-12T22:54:23Z,Alhamdulillah semoga mereka yg terlibat benar2 diberi sanksi hukum sesuai dengan profesi para patriot hukum yg sadar terhadap masa depan putra putri bangsa Indonesia❤,alhamdulillah moga libat benar sanksi hukum sesuai profesi patriot hukum sadar putra putri bangsa indonesia
2301,@mtomtom,2023-09-13T15:21:43Z,"INI BANDAR PASTI ADA KETERLIBATAN APARAT.<br>JADI KAMI MASYARAKAT TIDAK HERAN MELIHAT PENANGKAPAN BANDAR NARKOBA.<br>BEKINGNYA YG PERLU DI TANGKAP,ITU BARU HEBAT.",bandar libat aparat masyarakat heran tangkap bandar narkoba beking tangkap hebat
1725,@greenhat4833,2023-09-13T07:06:58Z,Itu msh kecil jika dibandingkan dg bisnis judi online gurita genk2 Sambo😂😂😂😂😂<br>Ada yg berani gk usut gurita judi online Sambo😂😂😂,banding dengan bisnis judi online gurita genk sambo berani tidak usut gurita judi online sambo
869,@yahputriaisyahbalqis5244,2023-09-13T14:00:10Z,Kalau ada penegak hukum atau jendral yg caba2 melindungi ringkus dan tangkap dan hukum mati .tiada ampun buat mereka2 ini,tegak hukum jendral caba lindung ringkus tangkap hukum mati tiada ampun mereka
2306,@harmansyaloebiz1953,2023-09-19T10:43:44Z,"Semoga bpk kaporli menempatkan orang2 yg jujur dan bersih dan pemberani, dlm penanganan narkoba ini, agar bisa terungkap siapa saja pelakunya, dan yg melindunginya. Dan harus diberi hukuman yg berat sesuai uu tanpa pandang bulu.",moga bpk kaporli tempat orang jujur bersih berani dalam tangan narkoba ungkap laku lindung hukum berat sesuai pandang bulu
1636,@Han-lc5id,2023-09-13T16:06:57Z,BARANG BUKTI SABU2 LANGSUNG BAKAR DI TEMPAT KEJADIAN TIDAK USAH DI SITA BAWA KE LAIN BARANG BUKTI SABU2 NYA SUPAYA TIDAK BEREDAR LAGI BARANG BUKTI SABU2 NYA. LANGSUNG BAKAR DI TEMPAT KEJADIAN SABU2 BARANG BUKTI TIDAK USAH DI SITA ATAU BAWA KE LAIN SABU2 BARANG BUKTI NYA.,barang bukti sabu bakar jadi sita bawa barang bukti sabu edar barang bukti sabu bakar jadi sabu barang bukti sita bawa sabu barang bukti
2596,@wandisupriady28-xr4og,2023-09-18T05:19:55Z,Tanah bangunan yg di Sita kelola oleh negara jagan di biarkan tidak bermamfaat..Biarr ada pemasukan buat negara,tanah bangun sita kelola negara jagan biar bermamfaat biarr pasu negara
2324,@kamaruddin2861,2023-09-19T11:39:34Z,"Klau menrut rakyat kecil klau mau brntas nrkoba d indnsia harus aparat hukum,jujur n terbuka coba cek satu&quot; apratnya",menrut rakyat brntas nrkoba indnsia aparat hukum jujur buka coba cek aprat
292,@ahmadrozikin9327,2023-09-18T16:01:02Z,Bb nya Larinya Kemana Tuch...😂😂😂 Terus Apa Kabar Dg Aset Tessy Minahasil...Di Sitakah Jg...Apa Jngan2 Aman Karena Dia Kawanya...😂😂😂,lari mana tuch kabar dengan aset tessy minahasil sita juga jngan aman kawa
1613,@singorono963,2023-09-17T23:05:43Z,Halo Drun kadrun apakah mereka layak mendapatkan penghargaan tertinggi dr Kalian yg sudah berhasil menghancurkan BANGSA INDONESIA.dg Narkoba.<br><br>Atw mereka diberi hadiah peluru di jidaat lalu kalian teriak MELANGGAR HAM.,drun kadrun layak harga tinggi hasil hancur bangsa indonesia dengan narkoba hadiah peluru jidaat teriak langgar ham
743,@hezkyappangow7296,2023-09-16T09:02:54Z,BRAVO...BRAVO...BRAVO BUAT TEAM NARKOTIKA POLRI DAN BNN DLM MENUMPAS JARINGAN NARKOTIKA INTERNATIONAL...👍👍👍👍👍🙏🙏🙏❤❤❤🇮🇩🇮🇩🇮🇩,bravo bravo bravo team narkotika polri bnn dalam tumpas jaring narkotika international
2581,@tedyjohan8852,2023-09-17T05:21:05Z,"Hahaha.... sdh tercium sejak lama... tp, knp stelah konsorsium 303 ngumpet dibui.. br terbongkar ??<br>Dasar.... hukum takut sm pemilik uang bnyk.",sudah cium tapi kenapa stelah konsorsium ngumpet bui bongkar dasar hukum takut milik uang banyak
713,@hydn5793,2023-09-26T19:24:26Z,"Ada apa dengan nama nama Fredy ? Dari mulai Budiman ,Sambo ,dan skrg Pratama .. sampe kepikiran punya anak mau di namain Fredy Escobar :(",nama nama fredy budiman sambo sekarang pratama sampai pikir anak namain fredy escobar
1339,@tatangdanial5199,2023-09-15T23:22:04Z,"Bravo Polri, sikat habis para pelaku dan oknum polri yg terlibat, sekaligus sita seluruh asset yg dimiliki, trims Polri",bravo polri sikat habis laku oknum polri libat sita asset milik trims polri
867,@junikoharis7278,2023-09-13T05:19:02Z,Kenapa kok narkoba dan Pornografi  pemerintah lebih gampang menangani dan lebih cepat mengusut hukum nya tapi kalau masalah urusan Korupsi sangat susah untuk di usut tuntas dan sangat lambat kinerjaan saat ada pemberantasan Korupsi sangat mudah menangani Kasus seperti ini,narkoba pornografi perintah gampang tangan cepat usut hukum urus korupsi susah usut tuntas lambat kerja berantas korupsi mudah tangan
1719,@mohwakit9329,2023-09-18T11:59:56Z,Brani ndak ditindak tegas pelakunya...itu yg ditunggu masyarakat jwbnya..contoh hukum seberat beratnya...,brani ndak tindak laku tunggu masyarakat jwb contoh hukum berat berat
2327,@faktiansyahfak4018,2023-09-13T13:12:13Z,"Igt kembali kasus Fredy Budiman, dia hanya operator besar yg menjalankan penyelundupan obat2an terlarang masuk ke Indonesia, tp setiap pergerakan penyelundupanua dia atur dg ,polisi,beacukai dan BNN, pakai saja logika penyelundupan sebesar ini dg jangka waktu panjang g akan mungkin BS lolos jika tidak ada intansi2 terkait yg ikut turut serta.",igt fredy budiman operator jalan selundup larang indonesia tapi gera penyelundupanua atur dengan polisi beacukai bnn pakai logika selundup dengan jangka waktu lolos intansi kait
683,@KotaBima-dm3xf,2023-09-12T22:22:13Z,"Kami sebagai masyarakat awam sangat mengapresiasi kinerja kepolisian, semoga saja kinerja ini bisa terus di kembangkan sehingga generasi Indonesia bisa terselamatkan, Bravo kepolisian semoga tetap jaga Aamiin",masyarakat awam apresiasi kerja polisi moga kerja kembang generasi indonesia selamat bravo polisi moga jaga aamiin
1647,@kanjengbabe2089,2023-09-17T14:38:28Z,"Biyuh trs apa hukumannya kalau sdh sebesar itu, pengedar kecil aja kena hukuman berat, ini capai 10 Trilyun. Cuman disita uang dan asetnya biar ga bisa jualan lagi hukumannya pak ?. Duhhh....",biyuh terus hukum sudah peedar aja hukum berat capai trilyun cuman sita uang aset biar tidak jual hukum duhhh
1814,@trianto_sulta6590,2023-09-14T15:06:01Z,"Semua kehahatan miskinkan , trus bagikan ke rakyat masih banyak yg butuh uang terbukti lampu merah dan emperan masih banyak yg kurang beruntung",kehahatan miskin terus bagi rakyat butuh uang bukti lampu merah emper untung
998,@durmanabdullah8577,2023-09-12T22:42:25Z,"Narkoba tdak akan bisa  lenyap di bumi indonesia sebb aa,oknum polisi terlibat di dalamnya contoh teddy minahsa tertangkap muncul tedy minahasa lainnya.",narkoba tidak lenyap bumi indonesia sebb oknum polisi libat dalam contoh teddy minahsa tangkap muncul tedy minahasa
1658,@muhammadhaikal7588,2023-09-13T08:24:05Z,"luar biasa pablo eskobar indonesia, teddy minahasa pakabar ? ko gadisita konoha konoha, dikirain di hukum mati eh iya lupa hukum nya yang mati😂",pablo eskobar indonesia teddy minahasa pakabar gadisita konoha konoha dikirain hukum mati iya lupa hukum mati
2161,@ahmadsubandi202,2023-09-19T02:40:47Z,"Teroris yg sangat rapi bisa di bongkar ,,sekrang narkoba jelas nampak nggak bisa diusut ,,intinya narkoba perdagangan antar penguasa negara ,,,ketika ditangkap jangan dia dekekengan bintang 1000 lolos negara kita ini terllau banyak penguasa naif dan munafiq para penguasa  menguasai yg punya legalitas",teroris rapi bongkar sekrang narkoba nampak nggak usut inti narkoba dagang kuasa negara tangkap dekekengan bintang lolos negara terllau kuasa naif munafiq kuasa kuasa legalitas
466,@kuskusno4267,2023-09-13T12:50:26Z,"Alhamdulillah sabu nya udah pindah tangan dari mafia narkoba ke Bareskrim, tinggal POLRI yg ganti jadi bandar dan pengedar narkoba.sampai kiamat narkoba di Indonesia tak akan hilang.",alhamdulillah sabu sudah pindah tangan mafia narkoba bareskrim tinggal polri ganti bandar peedar narkoba kiamat narkoba indonesia hilang
1941,@ZainalAbidin-po4qq,2023-09-19T11:24:29Z,"BISNIS PALING MENGGIURKAN,GAK PERDULI ORANG YG BERAGAMA APAPUN BAHKAN YG TDK BERAGAMA ,KERJA G SENGSARA DWIT GEDE G PERLU BANYAK PIKIR <br>CEPAT Banyak CUAN,BAHKAN APARAT YG MENGAWASI ADA YG IKUT TERSERET MASALAH BISNIS INI, TDK MAIN2 HAL INI TINGGAL MENANTI AZAB DARI ALLAH, KALO G PELAKU NYA UAH TURUN AZABNYA KE ANAK NYA HATI2 AJA KALO ANDA MENGAWASI DIBIDANG INI APA YG KAMU LAKUKAN DI DUNIA AKAN KAMU BAEA KE ALAM KUBUR DAN KALIAN YG AKAN MERASAKAN NYA , , INGAT PENERJAAN INI TDK MUDAH,DI SEKITAR MU ITU BANYAK PEMBISIK PARA SYAETHON2  , , ,YG BERGENTAYANGAN BILA ANDA TDK CUKUP IMAN , , , BAROKALLAH AMIIIIN 👍",bisnis giur gak duli agama apa tidak agama sengsara dwit gede pikir cepat cuan aparat awas seret bisnis tidak main tinggal azab laku uah turun azab anak hati aja awas bidang laku dunia baea alam kubur rasa penerjaan tidak mudah bisik syaethon gentayang tidak iman barokallah amiiiin
329,@risayu2093,2023-09-17T02:58:37Z,"Tunjukkan wajah&quot; mereka yg jelas, Biar di ingat sama anak cucunya sebagai perusak dan penghancur generasi<br>Harus di hukum berat semuanya terutama APARAT yang Terlibat. 😡😡😡",tunjuk wajah biar anak cucu usak hancur generasiharus hukum berat aparat libat
2083,@saripudinpudin4929,2023-09-13T09:00:44Z,"Trimakasih aparat negara bersenjata telah tertangkapnya badut badut narkoba narkotika  , tapi telusuri dong ada beking oknum ga  ? Tangkaaaaaapp",trimakasih aparat negara senjata tangkap badut badut narkoba narkotika telusur beking oknum tidak tangkaaaaaapp
2592,@aisyahizzam8831,2023-09-15T00:59:32Z,Alhamdulillah... POLRI bisa membongkar sindikat Narkoba ( bubuk Sabu) semoga aparat Polri benar benar konsisten tuk menangkap jaringan Narkoba di NKRI karena Sabu sangat menghancurkan semua anak anak bangsa.. Alhamdulillah... Alhamdulillah... mantaap POLRI kita...,alhamdulillah polri bongkar sindikat narkoba bubuk sabu moga aparat polri konsisten tangkap jaring narkoba nkri sabu hancur anak anak bangsa alhamdulillah alhamdulillah mantaap polri
518,@bambangom6350,2023-09-13T03:55:40Z,"Bravo polri ,sgr sikat sita hartanya keluarga ortu diamankan jg jd buronan sgr bisa ditangkap jgn beri ampun isolasi semua ini perusak bangsa negara tdk main main jgn hanya viral sj bravo",bravo polri sgr sikat sita harta keluarga ortu aman juga buron sgr tangkap jangan ampun isolasi usak bangsa negara tidak main main jangan viral saja bravo
1927,@adiemasagungnugroho,2023-09-18T01:25:35Z,"Apakah mrk ada kaitannya dgn ex oknum berwajib yg di hukum seumur hidup ???, koq yaa ttg masalah narkoba ngga hilang² di NKRI dan pastinya ada kaitan dgn negara² asing penjajah yg pelihara utk meng-Amburadul kan NKRI spt Uni Soviet + Yugo-Slavia + Negara² Balkan.",mrk kait dengan oknum wajib hukum umur hidup koq yaa ttg narkoba hilang nkri pasti kait dengan negara asing jajah pelihara untuk meng amburadul nkri spt uni soviet yugo slavia negara bal
2031,@user-fw1pq7hi7o,2023-09-12T23:57:04Z,"Apresiasi buat jajaran kepolisian,mhn di awasi hasil barang sitaan biar tdk di jual lagi oleh oknum yg tdk bertanggung jawab 🙏",apresiasi jajar polisi mhn awas hasil barang sita biar tidak jual oknum tidak tanggung
2542,@BenjosKoi,2023-09-16T13:57:18Z,Jangan hanya narkoba.. Korupsi harus di brantas jg hukuman mati buat koruptor.. Baru negeri ini merdeka dari penjajahan dalam negeri,narkoba korupsi berantas juga hukum mati koruptor negeri merdeka jajah negeri
915,@ArisAris-ru3md,2023-09-16T23:33:38Z,Coba sama dengan koruptor pas ketangkep jagan di sita hasil uang yang di ambil. Tp berikut kekayaan yg dipunya alias di miskinkan,coba koruptor pas ketangkep jagan sita hasil uang ambil tapi kaya alias miskin
2461,@BastenAbid-tc9ji,2023-09-15T23:31:14Z,"Mendatangkan barang dari luar negri untuk di edarkan di dalam negri, merusak anak bangsa. Jahat sekali pelaku peredaran nerkoba ini",barang negri edar negri rusak anak bangsa jahat laku edar nerkoba
1756,@user-qs1oe1dx9g,2023-09-13T16:36:36Z,Hukum mati semua  barang bukti musnahin kasih tau publik musnahin barang bukti ya,hukum mati barang bukti musnahin kasih tau publik musnahin barang bukti
1696,@user-ty3mu1dn5k,2023-09-15T06:40:05Z,Astaghfirullah generasi penerus selndonesia mau diracun sm Fredy pantas&#39;y hukuman MATI! Regu tembak siap2 manusia Biadab!,astaghfirullah generasi terus selndonesia racun fredy hukum mati regu tembak siap manusia biadab
2013,@jeffryrsp22,2023-09-15T18:58:26Z,Sudah sepantasnya semua di hukum mati.. jgn ada ampun.. ini lah biang penyebab perusak generasi bangsa.. biang nya sumber tindak kriminal dll di masyarakat adalah narkoba.. jgn ada ampun sudah banyak generasi muda Indonesia yang hancur akibat  mereka ini..,hukum mati jangan ampun biang sebab usak generasi bangsa biang sumber tindak kriminal masyarakat narkoba jangan ampun generasi muda indonesia hancur akibat
49,@abdulloh5354,2023-09-13T11:59:52Z,"Ungkap oknum dan hukum seberat2nya yg berkianat pada negara,mereka tidak mungkin bisa memasukan barang yg segitu banyaknya klo tidak ada oknum yg ikut campur tangan .",oknum hukum berkianat negara pasu barang segitu banyak oknum campur tangan
1887,@RizkyyAr,2023-09-13T01:34:36Z,"Mantaf Pak ,<br>tpi biar lebih Mantaf, Kota TanjungBalai Wajib juga sebagai target Oprasi Pemberantasan NARKOBA.<br>kerna kota tanjungbalai ini pintu peredaran narkoba dari luar negeri, Dan dsni jga bnyak bandar bandar besar narkoba.",mantaf tpi biar mantaf kota tanjungbalai wajib target oprasi berantas narkoba kerna kota tanjungbalai pintu edar narkoba negeri dsni juga banyak bandar bandar narkoba
163,@suristinsuristinasuritina6226,2023-09-13T00:08:39Z,"Alhamdullillah...ayo majukan endonesa bersih dari barang terlarang, semoga bandar bandar pengedar satu persatu akan tertangkap semua, biyar rakyàt indonesa ànak generasi muda biyar tidàk di jajah dengan narkoba lagi, karna skrg ini tidàk di kota saja yg diedarin, di desapun dah bànyàk anak anak muda yg di serang di rusak masadepan nya dengan narkoba, oràng tuwa kerja keras di negara orang, ànak nya di rumàh padà di cekokin sama tmn yg dàh liyar, beràntas semua sampai di ujung pelosok desa biyar indonesa bersih dari narkoba, kasihan rakyàt kecil  banyak yg jadi korban.terimakasih bpk polisi semangàt untuk betantas narkoba",alhamdullillah ayo maju endonesa bersih barang larang moga bandar bandar peedar satu tangkap biyar rakyt indonesa nak generasi muda biyar tidk jajah narkoba karena sekarang tidk kota diedarin desa banyak anak anak muda serang rusak masadepan narkoba orng tuwa keras negara nak rumh pad cekokin tmn liyar berntas ujung pelosok desa biyar indonesa bersih narkoba kasihan rakyt korban terimakasih bpk polisi semangt betantas narkoba
607,@haeruddinhs9967,2023-09-19T13:02:29Z,"Ini SDH settingan,,narkoba tdk akan pernah habis dindonesia Krn baxak oknum yg terlibat dan yg terjaring SDH direkayasa haxa sebahagian kecil",sudah settingan narkoba tidak habis dindonesia karena baxak oknum libat jaring sudah rekayasa haxa sebahagian
1111,@RONGGO01,2023-09-15T23:20:27Z,KLU PENGEDAR HARTA KEKAYAANNYA DI SITA NEGARA TAPI KNPA POLISI TIDK BERANI MENYITA HARTA PARA KORUPTOR,kalau peedar harta kaya sita negara kenapa polisi tidk berani sita harta koruptor
1310,@bocilgg1078,2023-09-18T13:14:27Z,"Mantap gan,cepat banget ,gercep. Tes tes ... Harun mas mas 😁 , apa nunggu 3 lebaran lagi.",mantap gan cepat banget gercep tes tes harun mas mas nunggu lebaran
1916,@soeroso7511,2023-09-18T10:37:51Z,Kalau NKRI mau aman dan maju maka perlu dilakukan <br>Penjahat dan pejabat yg terlibat dlm kejahaan narkoba harus dihukum se berat2 nya.<br>Koruptor yg tertangkap harus dihukum se berat2 nya dan dimiskinkan serta disita aset2 yg terkait kait dg kejahatannhya.<br>Kalau hukuman ini terlaksana isyaallah NKRI  aman maju dan rakyat akan makmur.,nkri aman maju jahat jabat libat dalam jaha narkoba hukum berat koruptor tangkap hukum berat miskin sita aset kait kait dengan kejahatannhya hukum laksana isyaallah nkri aman maju rakyat makmur
1939,@timurlink9332,2023-09-13T07:36:08Z,Waduh... Saya sebagai orang Aceh kecewa kok ada bandar narkoba berkali-kali lebih hebat dari bandar narkoba Bireuen.... 😂🤭🤭🤭<br>Yang lebih sakitnya ini bukan orang Aceh.. <br>Bireuen bisa kalah nih...,aceh kecewa bandar narkoba kali hebat bandar narkoba bireuen sakit aceh bireuen kalah
1588,@marnahbintmohamed8810,2023-09-15T11:05:51Z,"Gilaaaaa gilaaaaa broooo, uwg segitu byk nya,,,, gelenggg gelegg kepla guwe,, degr uwg segitu byk nya, sekrg di Sita lalu uwg itu mau di kemnakn gaesss",gilaaaaa gilaaaaa broooo uwg segitu byk gelenggg gelegg kepla guwe degr uwg segitu byk sekrg sita uwg kemnakn gaesss
258,@d-antozphoetravirgo6252,2023-09-18T04:12:31Z,"THE REAL SEGITIGA MAS👍🏻👍🏻 semoga semua negara pengungkap selalu dilindungi, tidak nenutup kamungkinan pembalasan krna mungkin saja masih ada atasannya yang lebih berkuasa",the real segitiga mas moga negara ungkap lindung nenutup kamungkinan balas karena atas kuasa
492,@ayutsutsui7335,2023-09-15T22:52:10Z,Uang tunai nya bisa buat bayar hutang negara tuh. Para pelakunya hukum mati saja jangan kasih keringan hukum…semangat pak polisi🙏💪💪💪🙏,uang tunai bayar hutang negara laku hukum mati kasih kering hukum semangat polisi
2612,@rambojumbo781,2023-09-13T00:46:10Z,Narkoba hasil penangkapan harus di bakar disaksikan seluruh rakyat Indonesia... karena heran aja narkoba kok tetap banyak yg pake ga abis2,narkoba hasil tangkap bakar saksi rakyat indonesia heran aja narkoba pake tidak abis
1802,@ediyanto614,2023-09-12T22:51:04Z,"Ati ati, ati ati, ati ati.. barang bukti berupa uang dan narkoba harus extra diawasi, jangan sampe hilang",ati ati ati ati ati ati barang bukti uang narkoba extra awas sampai hilang
1884,@keongmas1450,2023-09-13T04:34:26Z,"Sebenarnya polisi sudah tau soal jaringan narkoba dimana pun berada, besar atau pun kecil. Cuma polisi nunggu momen saja. Kadang pengungkapan kasus besar seperti ini terhalang oleh oknum polisi lainnya. Dimana polisi baik, harus berhadapan dgn polisi jahat yg di bayar bandar narkoba.",polisi tau jaring narkoba mana polisi nunggu momen kadang ungkap halang oknum polisi mana polisi hadap dengan polisi jahat bayar bandar narkoba
1162,@MuhIshakMuhIshaq,2023-09-12T23:58:30Z,"Woow... Luar biasa. Kapolri Yes the best... 👍👍👍 Saya sangat Mendukung Kenerja Kepolisian Negara dalam memberantas semua Pembuat kejahatan apa pun bentuknya, apalagi dalam masalah Bangsa ini. Hidup Kapolri... 👍🙏",woow kapolri yes the best dukung kenerja polisi negara berantas buat jahat bentuk bangsa hidup kapolri
2281,@mamahbimachannel1572,2023-09-14T07:50:46Z,"Gila uang nya bnyak bnget,pntsn apart2 bnyak yg brsengkongkol sm bos2 narkoba trnyata cuan2 nya gmpng d dapat ,dn hasil yg memuaskn gk capek2 krja otak aj hrus pintar",gila uang banyak bnget pntsn apart banyak brsengkongkol bos narkoba trnyata cuan gmpng dan hasil memuaskn tidak capek krja otak hrus pintar
1291,@subhanspeed1043,2023-09-19T02:54:33Z,"Pokoknya narkoba ,korupsi,pembunuhan berencana udah jelas gk ada tawar menawar Hukuman Mati yang benarnya .",pokok narkoba korupsi bunuh rencana sudah tidak tawar tawar hukum mati benar
676,@msamroni1215,2023-09-15T07:49:46Z,"Bekingannya juga hrs di cari dan di tangkep, hmpir di seluruh pelosok desa narkoba jenis sabu udh beredar",beking hrs cari tangkep hmpir pelosok desa narkoba jenis sabu sudah edar
1171,@DjokoAndreas-qn7qs,2023-09-19T10:47:16Z,"Hukuman mati harusnya mereka semua, jng karna dia bisa menebus dng uang banyak sehingga hukuman jadi ringan dan sebentar bisa bebas, harus diberi efek jera bagi yg lainya.",hukum mati jng karena tebus dng uang hukum ringan bebas efek jera lai
2366,@riyosori6931,2023-09-16T16:45:44Z,BNN harus tingkatkan lagi Gunakan Alat alat lebih Canggih Lagi Supaya dengan Cepat untuk Mengetahui Dari mana  Asal Narkoba dan kemana Perjalanannya harus dengan cepat Penangkapan nya,bnn tingkat alat alat canggih cepat narkoba mana jalan cepat tangkap
1548,@fadildil6989,2023-09-14T15:43:56Z,"Pdahal pemasuk narkoba terbesar ke,indonesia itu org palembang,yg sudah pindah warga keneragaan belanda.lupa nmanya spa.mkanya tdk bisa d, tangkap,sebab kepolisian dr belanda dan kejaksaannya tdk mau bekerja sama dgn Indonesia.dgn alasan karena masih menerapkan hukuman mati",pdahal masuk narkoba besar indonesia orang palembang pindah warga naga belanda lupa nma spa mka tidak tangkap polisi belanda jaksa tidak dengan indonesia dengan alas terap hukum mati
2508,@pitoyokediri1622,2023-09-14T06:41:22Z,Terbesar 10t<br>yg loloss dri operasii bisa senilaai puluhaan T lg bahkan bisa ratusan T... Jatim jateng jabar banyak loss narkobaa,besar loloss operasi senilaai puluhaan lagi ratus jatim jateng jabar loss narkobaa
185,@ajitdjiantoro,2023-09-13T05:13:49Z,"Celestial Movies, &quot;Jika modus apapun terselesaikan dalam solusi film&quot;, Apalagi secara nyata &amp; reall<br>Tinggal liat &amp; nunggu penghianatan dari kedua kubu, yaitu kubu kriminal &amp; kubu hukum",celestial movies modus apa selesai solusi film realltinggal liat nunggu penghianatan kubu kubu kriminal kubu hukum
2485,@supryadi1022,2023-09-17T09:48:59Z,Masrkt indo udh gk percaya lagi ama penegk  hukum karna gk di hukum mati karna bnyak yg nyogok maka merajalela narkoba,masrkt indo sudah tidak percaya ama penegk hukum karena tidak hukum mati karena banyak nyogok rajalela narkoba
1331,@arjunajanuardi1164,2023-09-17T12:47:44Z,Pencitraan😂😂😂Budi Budiman Bawak narkobanya pakai mobil berbintang lgs di eksekusi😂😂😂 agar aja Ngan ketahua😂😂😂,citra budi budiman bawak narkoba pakai mobil bintang lgs eksekusi aja ngan ketahua
881,@RahmatAli-hd5fx,2023-09-13T07:44:20Z,"Bagus buat polisi yg jujur,uang sitaan nya bisa buat bayar utang ke cina atau buat biayaiin pemilu.konsfirasi tingkat tinggi....",bagus polisi jujur uang sita bayar utang cina biayaiin milu konsfirasi tingkat tinggi
1487,@mikey-pf4oy,2023-09-16T01:24:29Z,Wah jangan tersangka nya j lh.yg di perlihatkan bukti narkoba nya di bakar juga  lh.ap jangan jangan di ambil yg berseragam terus di jual lagi kpda kepercayaan nya ( pengibus) lalu di edarkan lagi habis itu yg beli di tangkap wah negara konoha keren😅😅😅,sangka lihat bukti narkoba bakar ambil seragam jual kpda percaya ibus edar habis beli tangkap negara konoha keren
1779,@ajisoke1055,2023-09-13T03:57:33Z,Akankah kasus seperti itu mereka lolos dari jeratam hukum. Sementara geners mudi bangsa ini di ambang kepunahan mereka akan mati satu persatu hukum yang pantas buat kasus kejahatan narkoba adlaah hukuman mati .kalau tidak di hukum mati aku gak mau jadi warga negri ini.,lolos jeratam hukum geners mud bangsa ambang punah mati satu hukum jahat narkoba adlaah hukum mati hukum mati gak warga negri
651,@vaksinasicovid1940,2023-09-13T04:31:18Z,"Mau 1 org ato semua org ken tangkap, narkoba gk ad hbis nya woy,, biar 1 per 1 kena tangkap pun juga,,klo dh keluar penjara psti berulah lgi, 😂",orang ato orang ken tangkap narkoba tidak ada hbis woy biar tangkap penjara pasti ulah lagi
2509,@alzain6906,2023-09-18T04:02:43Z,"Tu lebih baik uang sitaan pergunakan buat beli alat tempur Alustista moderen biar NKRI ga di remehkan negara luar,uang sitaan2,korusi,narkoba para oknum penghiyanat NKRI,lebih baik di gunakan buat beli Alat-alat. Perang Alustista canggih,jangan di bagi2 di bikin bonus ke para pejabat,ga barokah bro,",uang sita guna beli alat tempur alustista moderen biar nkri tidak remeh negara uang sitaan korusi narkoba oknum penghiyanat nkri beli alat alat perang alustista canggih bagi bikin bonus jabat tidak barokah bro
1909,@ginaabdiakbar88,2023-09-16T01:06:14Z,"nih yah biar adil udh sih narkoba bebasin aja,dri pda hukum tumpul keatas tajam kbawah,pengecer dan bandar besar dtangkap,sambo gmn??yg ada pangkat dan kuasa gmn??mending bebasin aja skalian narkoba di indonesia,biar kepolisian juga senang ga repot2 tkt sama yg modelnya kek tedy dan sambo",yah biar adil sudah narkoba bebasin aja pda hukum tumpul atas tajam kbawah ecer bandar dtangkap sambo pangkat kuasa mending bebasin aja skalian narkoba indonesia biar polisi senang tidak repot tkt model kek tedy sambo
2553,@syarlidwi6801,2023-09-19T03:11:18Z,"Usut tuntas dong pak Kapolri ,,,bila ada anggota polri yg terlibat ,,hukuman mati lah pantas utk mereka ,,,alasan ,mereka mengerti hukum ,,merusak generasi muda utk jangka panjang ,,menghianati institusi,,,dan merugikan bagi bangsa ini ,",usut tuntas kapolri anggota polri libat hukum mati untuk alas erti hukum rusak generasi muda untuk jangka menghianati institusi rugi bangsa
