Nomor,Nama Akun,Tanggal Komentar,Komentar,Komentar_Preprocessing
341,Maman Suherman,2023-09-13T14:54:22Z,Selamat buat polisi indonesia bisa menyelamatkan generasi penerus bangsa indonesia tercinta,selamat polisi indonesia selamat generasi terus bangsa indonesia cinta
342,Jhon Riski,2023-09-15T14:02:03Z,Wehhh bisa bayar cicilan hutang negara ini banyak betul itu uang udh triliunan,wehhh bayar cicil hutang negara uang sudah triliun
343,Dwi Suswanto,2023-09-16T08:45:07Z,Trus asetnnya buat siapa? Bagi2 aja buat rakyat juga.. jngan di Telen sndri apart nya wkwkwk atau buat bayar utang negara,terus asetn bagi rakyat jngan telen apart wkwkwk bayar utang negara
344,Nanda krita lugiatmaja Nanda krita lugiatmaja,2023-09-16T01:25:22Z,Hukum mati semua bandarnya serta kaki tangannya <br>Karena sengaja merusak generasi muda bangsa,hukum mati bandar kaki tangan sengaja rusak generasi muda bangsa
345,Argan,2023-09-16T09:39:57Z,"Buat pa bongkar sindikat narkoba terbesar klw hanya kroconya bukan pentolannya yg ditangkap,permainannya aparat kepolisian biar di bilang kerja,buktinya aja sambo bknnya dihukum mati malah di peringan hukumannya.",pa bongkar sindikat narkoba besar klw kroco pentol tangkap main aparat polisi biar bhilang bukti sambo bkn hukum mati pering hukum
346,Hal Achmad,2023-09-13T05:37:57Z,Waduuuh narkoba lebih  10 T ...bisa merusak puluhan juta generasi muda penerus bangsa ini......hukum penggal aja,waduuuh narkoba  rusak puluh juta generasi muda terus bangsa hukum penggal
347,renda Arachman,2023-09-15T07:25:21Z,"Polisilah biang semua dari peredaran ,, contoh besarnya teddy minahasa .. mereka paling jago drama didepan masyarakat apa lagi kamera .. dari dulu penangkapan sampai sekarang tidak musnah&quot; biang keladinya mereka",polisi biang edar contoh besar teddy minahasa jago drama depan masayarakat kamera tangkap musnah biang keladi
348,Sugeng Halianto,2023-09-18T09:28:39Z,Gk ad pemasok gk bakalan anak kampung jd kurir/ pengedar klo gk ad kucuran dari atas,ada pasok anak kampung kurir edar kalau ada kucur
349,Serlyho Atin,2023-09-15T09:25:29Z,"Freddy maneh 🤦🏼‍♀️<br>Kasus pembunuhan kae Freddy Sambo, Freddy Budiman kok yo okeh sh jenenge Freddy mesti orang jahat",freddy maneh bunuh kae freddy sambo freddy budiman yo okeh sh jenenge freddy mesti jahat
350,Veronika Lumbangaol,2023-09-13T01:18:26Z,Sngan cuman narkoba donk pak polisi musnakan juga judi online yg bikin resah dalam berrumah tangga pak polisi,sngan cuman narkoba polisi musnakan judi online bikin resah rumah tangga polisi
351,Ari Bapau,2023-09-13T00:18:31Z,Bukti sitaan harus transparan brupa narkoba ato uang .. blajar dari kasus alm Fredy Budiman banyak jenderal yg trlibat yg skrg ga diusut lagi .. ini ga menutup kmungkinan ada beking oknum,bukti sita transparan brupa narkoba ato uang blajar alm fredy budiman jenderal libat sekarang tidak usut tidak tutup kmungkinan beking ooknum
352,Ardian Syah,2023-09-13T00:31:44Z,Semoga aset2nya dikembalikan ke negara &amp; barang bukti dimusnah semua jgn dijual belikan lagi.,moga  kembali negara barang bukti musnah jangan jual belikan
353,Kamaruddin,2023-09-19T11:39:34Z,"Klau menrut rakyat kecil klau mau brntas nrkoba d indnsia harus aparat hukum,jujur n terbuka coba cek satu&quot; apratnya",kalau menrut rakyat kalau brntas nrkoba indnsia aparat hukum jujur buka coba cek aprat
354,Hendang Andri,2023-09-13T10:04:27Z,Salam hangat dari lampung yang mana penjual narkoba adalah oknum dari kepolisian tersebut silahkan di buktikan sendiri,hangat lampung jual narkoba ooknum polisi silah bukti
355,Wong Ayu Dhewex,2023-09-19T16:56:13Z,Intinya mereka sdh kekenyangan ..<br>Kalian bisa sembunyi dari manusia…<br>Tp Allah SWT maha mengetahui apa yg mereka kerjakan …<br><br>Alhamdulillah Mksh ya Allah …🤲<br>Smoga yg lainnya jg bisa menyusul ketangkep …🤲🤲🤲<br>Semangat pak polisi…💪💪💪,inti sudah kenyang sembunyi manusia tapi allah swt maha kerja mkasih allah smoga juga susul ketangkep semangat polisi
356,SAWALBARASA,2023-09-21T12:02:36Z,"Udah tidak perlu di bacotin selesaikan secara hukum,tembak mati membahayakan negara 🔐",sudah bacotin selesai hukum tembak mati bahaya negara
357,ahmad subandi,2023-09-19T02:40:47Z,"Teroris yg sangat rapi bisa di bongkar ,,sekrang narkoba jelas nampak nggak bisa diusut ,,intinya narkoba perdagangan antar penguasa negara ,,,ketika ditangkap jangan dia dekekengan bintang 1000 lolos negara kita ini terllau banyak penguasa naif dan munafiq para penguasa  menguasai yg punya legalitas",teroris rapi bongkar sekrang narkoba nampak nggak usut inti narkoba dagang kuasa negara tangkap dekekengan bintang     lolos negara terllau kuasa naif munafiq kuasa kuasa legalitas
358,Dika lahlamaa,2023-09-16T17:41:38Z,Salut polri indonesia seperti itu bisa ditangkap dibasmi dan dimusnahkan hebat polri indonesia,salut polri indonesia tangkap basmi musnah hebat polri indonesia
359,Kang Biyus,2023-11-11T18:00:59Z,"Uangnya bisa buat bayarin utang Indonesia dan beli persenjataan negara kita untuk pertahanan, mungkin kalau kau jual racun itu tak di Indonesia lagi aku set7 dan kau bantu lah perkuat negrimu sendiri",uang bayarin utang indonesia beli senjata negara tahan kau jual racun indonesia set kau bantu kuat negrimu
360,ABDI FERIYANDI ZEN,2023-09-12T23:58:40Z,Selamat dan terimakasih polri indonesia yg membrantas narkoba internasional dan lokal❤,selamat terimakasih polri indonesia memberantas narkoba internasional lokal
361,Toto Budianto,2023-09-13T02:46:32Z,Bongkar semua dong jangan ada yg disisain buat persiapan naik jabatan.. Harusnya dari kemarin2.. Nunggu tawaran apa boss.. 😮😅😂,bongkar disisain siap jabat kemarin nunggu tawar boss
362,Efendi Damiri,2023-09-17T23:23:55Z,Tembak mati secepatnya dan jg para korupror  jg rakyat maunya begitu.. Nantinya ujung2 bebas...,tembak mati cepat juga korupror juga rakyat mau ujung bebas
363,leezhane ludvie86,2023-09-17T08:37:47Z,"semoga,yg di kampung2 jg pd di tgkep .krn sangat meresahkan. .. tdk peduli org2 cari rumput sklipun bawaanya sabu..😢😢",moga kampung juga pd tgkep karena resah tidak peduli orang cari rumput sklipun bawaa sabu
364,Welvin Suryanata,2023-09-18T16:03:03Z,"Udah lah jangan kebanyakan sandiwara la POLRI....itu yang ketangkep cuma pengedar2 kecil doang, dari dulu mana ada bos bos besar yang ketangkep",sudah banyak sandiwara la polri ketangkep edar doang bos bos ketangkep
365,Rantinislau Hni,2023-09-13T01:30:23Z,Wihh..&quot;orang Arab&quot; lg yang merusak dan menghancurkan bangsa..hukum mati nih semua..para bedebah penghancur Bangsa,wihh arab lagi rusak hancur bangsa hukum mati nih bedebah hancur bangsa
366,salmah sitisiah,2023-09-15T08:28:01Z,"Semngat tumpaskan sampai ke akar&quot; nya ,smoga anak cucu &quot; kita tdk terimbas dan orangtu acyg lain tilong jga anak&quot; / cucu &quot; kita tdk boleh terkena gerasi yg narkoba ,smoga Indonesia bersih dri narkoba  AamiinYRA 🤲🤲🙏🙏",smemangat tumpas akar smoga anak cucu tidak imbas orangtu acyang tilong juga anak cucu tidak kena gas narkoba smoga indonesia bersih narkoba aamiinyra
367,Heny Kartika,2023-09-12T23:14:05Z,"Terimakasih pak jokowy sdh berikan yg terbaik buat  Ri.semoga pak jokowi bahagia selalu dan juga kel, Dlm lindungan sang pencipta.",terimakasih jokowy sudah baik ri moga jokowi bahagia kel dalam lindung sang cipta
368,Endang Sulastri,2023-09-18T08:22:58Z,Wujudkan hukuman mati dan miskinkan para bandar narkoba dan para oknum kepolisian yg ikut main didalamnya.,wujud hukum mati miskin bandar narkoba ooknum polisi main dalam
369,Rohaya Situmorang,2023-09-13T01:00:45Z,Pertanyaan: dikemanakan uangnya? Lalu orangnya benar2 di hukumkah? Atau ads ini itu. Selama ini ada banyak ditangkap pengguna  narkoba dan kemudian ada ada tawar menawar lalu dilepas juga. Demikian sering terjadi.  Pesimis klo narkoba bisa lenyap dari negeri ini. Karena pejabat dan instansi dan orang2 penguasa  lainnya masih bisa disogok.,mana uang orang benar hukum ads tangkap guna narkoba tawar tawar lepas pesimis kalau narkoba lenyap negeri jabat instansi orang kuasa sogok
370,Qiandra Selvina,2023-09-13T01:50:13Z,Bikin was was karna aku sendiri punya anak laki laki 2 udah remaja yang aku hawatirkan pergaulan bebas dan narkoba 😢😢posisi aku lagi kerja di Taiwan susah memantau anak anak ..😭😭😭,bikin karena anak laki laki  sudah remaja hawatirkan gaul bebas narkoba posisi taiwan susah pantau anak anak
371,EL HAKIM,2023-09-14T02:13:59Z,Harusnyq Freddy ini juga dihukum mati agar tdk ada lagi seperti ini bahkan hingga aparat terlibat sbg kurir khusus ... prihatin sekali ...,harusnyq freddy hukum mati tidak aparat libat sbg kurir prihatin
372,Ajii Joyja,2023-09-13T12:28:05Z,"Semoga Aparat, Negara semakin serius &amp; tegas dlm memberantas narkoba. Termasuk dlm memberi hukuman kpd bandar &amp; pengedarnya.",moga aparat negara serius dalam berantas narkoba dalam hukum kpd bandar edar
373,M Tobing,2023-09-13T01:59:55Z,Tangkap semua pelakunya termasuk siapa bekingnya sekalipun pejabat itu baru benar generasi kita bebas narkoba .jgn hanya pengedar dan pemakainya . Bekingnya  yg terutama .iya Bpk Polri Ku.trimakasih .🙏🙏🙏,tangkap laku beking jabat generasi bebas narkoba jangan edar pakai beking iya bpk polri ku terimakasih
374,Djoko Andreas,2023-09-19T10:47:16Z,"Hukuman mati harusnya mereka semua, jng karna dia bisa menebus dng uang banyak sehingga hukuman jadi ringan dan sebentar bisa bebas, harus diberi efek jera bagi yg lainya.",hukum mati jng karena tebus dng uang hukum ringan bebas efek jera lai
375,Zainal Abidin,2023-09-19T11:24:29Z,"BISNIS PALING MENGGIURKAN,GAK PERDULI ORANG YG BERAGAMA APAPUN BAHKAN YG TDK BERAGAMA ,KERJA G SENGSARA DWIT GEDE G PERLU BANYAK PIKIR <br>CEPAT Banyak CUAN,BAHKAN APARAT YG MENGAWASI ADA YG IKUT TERSERET MASALAH BISNIS INI, TDK MAIN2 HAL INI TINGGAL MENANTI AZAB DARI ALLAH, KALO G PELAKU NYA UAH TURUN AZABNYA KE ANAK NYA HATI2 AJA KALO ANDA MENGAWASI DIBIDANG INI APA YG KAMU LAKUKAN DI DUNIA AKAN KAMU BAEA KE ALAM KUBUR DAN KALIAN YG AKAN MERASAKAN NYA , , INGAT PENERJAAN INI TDK MUDAH,DI SEKITAR MU ITU BANYAK PEMBISIK PARA SYAETHON2  , , ,YG BERGENTAYANGAN BILA ANDA TDK CUKUP IMAN , , , BAROKALLAH AMIIIIN 👍",bisnis giur gak duli agama apa tidak agama sengsara dwit gede pikir cepat cuan aparat awas seret bisnis tidak main tinggal azab allah kalau laku uah turun azab anak hati kalau awas bidang laku dunia baea alam kubur rasa penerjaan tidak mudah mu bisik sayaethon gentayang tidak iman barokallah amiiiin
376,salmah sitisiah,2023-09-15T08:28:51Z,Tugas hrustgs jgn tbang blih demsa dpn negara dan jiwa generasi pnerus,tugas hrustgs jangan tbang blih demsa dpn negara jiwa generasi pnerus
377,Rizky Aan,2023-09-17T22:02:39Z,Wah iki ijole diskon potongan hukuman e sambo cs wwkwkwkwk,iki ijole diskon potong hukum sambo cs wwkwkwkwk
378,Junceczh Official,2023-09-13T03:10:23Z,"Tidak jauh dari diskotik sebenarnya peredaran narkoba itu,coba di selidiki diskotik diskotik besar diindonesia pasti semakin banyak pihak kepolisian bisa menangkap bandar bandar narkoba..",diskotik edar narkoba coba selidik diskotik diskotik indonesia polisi tangkap bandar bandar narkoba
379,Marihot Hutagaol,2023-09-17T23:22:40Z,"Mohon diKasitau, Kemanakah Penjualan Akhir Narkoba ini. Siapa2 Saja Pembeli Akhir Narkoba ini. Selain dari Dikonsumsi Orang, Untuk Apakah Kegunaan Narkoba ini?  Terimakasih.",dikasitau mana jual narkoba siapa beli narkoba konsumsi guna narkoba terimakasih
380,Nano Mar,2023-09-16T12:52:34Z,wih duit nya kemana ntr kalo udah gituh.masuk kantong wa lisi doang  wkwkw konoh gituh loh,wih duit mana ntr kalau sudah gituh kantong wa lis doang konoh gituh loh
381,Nazib Mubarok,2023-09-13T12:43:07Z,Ckup buat ngerusak gnerasi muda 1 pulau dindonesia krang lebih .,ckup ngerusak gnerasi muda  pulau dindonesia krang
382,jrctv livestreaming,2023-09-13T12:25:53Z,"Bertahin tahun ngebongkar. Bandar besar, pengedar, barbuk bejibun tiap operasi, berkampanye bertahun tahun anti nakoba..tp kok gk hbs hbs y... boleh gk siih di jelasin detailnya...",bertahin ngebongkar bandar edar barang bukti bejibun operasi kampanye tahun anti nakoba tapi hbs hbs siih jelasin detail
383,Ajrin Karim,2023-09-19T11:34:42Z,Owalah paaak2 duit banyak ky gitu mending ksh rakyat yg miskin beras skrg mahal  kadang2 cima mkn pake garrm doang saking gak punya duit pak tangkap dan hukum seberat2nya  klw perlu hukum mati aja,owalah paaak duit ky gitu mending kasih rakyat miskin beras sekarang mahal kadang cima mkn pake garrm doang saking gak duit tangkap hukum  klw hukum mati
384,JONI PAL,2023-09-13T08:52:00Z,"Para penegak hukum........hukum mati aja yang pantas buat mereka, kalo tdk jaringannya akan tetap berkeliaran dan tumbuh terus.",tegak hukum hukum mati kalau tidak jaring liar tumbuh
385,Irwan Wan,2023-09-17T06:56:46Z,"Menguntungkan bagi Polisi. <br>1.Barang bukti bsa dipakai or jual lagi ama Polisi<br>2.yg ketangkap jga ada setoran buat polisi (ntah itu setoran utk bebas,dll) <br><br>Ada yg mau ditambahkan lgi ......... silahkan netizen.",untung polisi  barang bukti bisa pakai jual ama polisi tangkap juga setor polisi ntah setor untuk bebas dll lagi silah netizen
386,THE FAMILY PAREESA YARA JESNA ASYAKIEB,2023-09-14T04:45:56Z,Hukum mati .....udah byk byk membunuh generasi muda bangsa kita,hukum mati sudah byk byk bunuh generasi muda bangsa
387,NKRI Harga Mati,2023-09-19T05:11:47Z,"Discotique, lounge dan ktv masih beredar narkoba , kenapa masih dibiarkan bahkan polisi tutup mata ... Tumpas habis narkoba di manapun dan apapun bentuknya serta siapapun pelakunya !! N",discotique lounge ktv edar narkoba biar polisi tutup tumpas habis narkoba mana apa bentuk laku
388,Gelar S. Ramdhani,2023-09-13T05:18:31Z,Komjen Pol. Wahyu Widada Kabareskrim Polri - Abituren Akpol 1991 beliah peraih Adhi Makayasa Kepolisian tahun 1991,komjen pol wahyu widada kabareskrim polri abituren akpol     biah raih adhi makayasa polisi    
389,Subagyo Subagyo,2023-09-15T06:26:16Z,Terutama Hakim biadab juga hrs di hukum berat kerena sdh melindungi orang jahat di bumi indonesia,hakim biadab hrs hukum berat rena sudah lindung jahat bumi indonesia
390,TUKANG KERANDA,2023-09-13T08:26:55Z,10 T ?  Notif ini kubaca stelah aku minjam duit 600 rb, notif baca stelah minjam duit    rb
391,Indra Bahari,2023-09-13T06:46:29Z,coba barang bukti di musnahkan di publikan pada masarakat agar tidak di edarkan pada oknum2 yg tidak bertanggung jawab,coba barang bukti musnah publik masarakat edar ooknum tanggung
392,Subagyo Subagyo,2023-09-15T06:23:58Z,Semua hrs dihukum mati tdk usah di tawar lagi ini sdh merusak generasi muda ❤😊,hrs hukum mati tidak tawar sudah rusak generasi muda
393,Nirma Ayu,2023-09-16T22:13:06Z,Aparat semua harus sadar bahwa menangkap mereka berarti menyelamatkan anak cucu kita semua  termasuk anak cucu nya aparat juga makanya jangan kasi ampun <br>Bravo POLRI🇮🇩,aparat sadar tangkap selamat anak cucu anak cucu aparat kasi ampun bravo polri
394,Walimin Min,2023-09-20T11:58:30Z,Perusak generasi bangsa itu setelah di sita Aset para pengedar Narkoba ini hukum mati semuanya biar tak ada lagi bandar bandar besar ini,usak generasi bangsa sita aset edar narkoba hukum mati biar bandar bandar
395,Nikita mirzani,2023-09-12T22:08:51Z,"Barang sita,an di bakar di live biar tau rakyat..<br>Jangan di jual lagi????",barang sita bakar live biar tau rakyat jual
396,AHM auto body,2023-09-17T09:51:24Z,"Kalo bisa berantas habis pak,Jagan kayak di sul&#39;sel pengedar ditangkap minyak uang pula baru dilepas polisi kok gendeng",kalau berantas habis jagan kayak sul  sel edar tangkap minyak uang lepas polisi gendeng
397,Steven Mustaine,2023-09-13T10:57:07Z,IYAA DIBONGKAR SIIH BENER DI DEPAN MEDIAA😂😂😂.....APARAT YG BEKING DI BONGKAR NGGA?😂😂😂😂,iyaa bongkar siih bener mediaa aparat beking bongkar
398,salsabila nasywa haura channel,2023-09-13T00:48:22Z,"Semoga ini bisa menciptakan generasi bangsa yg cerdas, memutus rantai generasi linglung",moga cipta generasi bangsa cerdas putus rantai generasi linglung
399,Bambang Sumarsono,2023-09-18T06:25:15Z,POLRI PEMERINTAH KUSUSNYA UANG DAN SEMUA ASET DAN BARANGNYA HARUS DI SITA UNTUK NEGARA PELAKU SEMUAHARUS DI HUKUM MATI.,polri perintah sus uang aset barang sita negara laku semuaharus hukum mati
400,Fixer,2023-09-13T06:06:52Z,"Sdh sering menangkap paus, tp narko ttp jaya beredar. Dunia panggung sandirawa.",sudah tangkap paus tapi narko ttapi jaya edar dunia panggung sandirawa
401,MaxxTz,2023-09-20T02:28:27Z,Nama fredy mafia semua ya...alm.fredy budiman.fredy pratama...fredy sambk,nama fredy mafia alm fredy budiman fredy pratama fredy sambk
402,Paul Buulolo,2023-09-15T22:36:31Z,"Herannya kenapa sampai sekarang sindikat Narkoba banyak di RI.<br>Kenapa tidak pernah berhenti??<br>Aparat dan Tuhanlah yg tau.<br>😅<br><br>Sana sini ditangkapin para pengedar, agen Narkoba.<br>Di dalam penjara krn agen bnyak uang dpt kamar VIP, bberapa bulan di Sel eh udh bebas.<br>Rahasia umum sih ini yg dikasih tau org yg pernah masuk sel lalu bebas😂😂",heran sindikat narkoba ri henti aparat tuhan tau ditangkapin edar agen narkoba penjara karena agen banyak uang dpt kamar vip bberapa sel eh sudah bebas rahasia kasih tau orang sel bebas
403,paijo,2023-09-13T01:20:55Z,Kenapa yang di usut hanya jaringan narkoba yang dari sipil jaringan Sambo mana?....jaringan koruptor mana ?.....termasuk jaringan pemohon SIM mana ?.....,usut jaring narkoba sipil jaring sambo jaring koruptor jaring mohon sim
404,Yanto Yanto,2023-09-20T03:09:22Z,"Semua yang trlibat harus di tindak tegas tidak ada tawar menawar harus, kalo perlu itu namanya penyakit jangan cuma di hukum seumur hidup namanya penyakit virus biar tdk menyebar menular tembak mati aja dor, biar tdk brtunas lagi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",libat tindak tawar tawar kalau nama sakit hukum umur hidup nama sakit virus biar tidak sebar tular tembak mati dor biar tidak brtunas
405,Algojo Ampibintb,2023-09-16T11:00:00Z,Makanyaaa polisi buang kerok bandar narkoba semuaaa Polda ada bandar Narkoba nyaa ini nyata dan paktaaaa ..,makanyaaa polisi buang kerok bandar narkoba semuaaa polda bandar narkoba nyaa paktaaaa
406,Aimseim Braow,2023-09-13T07:05:59Z,"Barbuk tlg d musnahkan d liput media,cz biasanya d smpn dan d gunakan oleh internal pihak tak bertanggung jawab",barang bukti tlg musnah liput media cz smpn internal tanggung
